#time_tag                 bx_gsm     by_gsm     bz_gsm     lon_gsm    lat_gsm    bt        
 2023-07-17 00:00:00.000  8.96       -10.49     1.14       310.49     4.74       13.84     
 2023-07-17 00:01:00.000  8.76       -10.61     1.11       309.56     4.63       13.80     
 2023-07-17 00:02:00.000  8.70       -10.61     1.07       309.36     4.45       13.76     
 2023-07-17 00:03:00.000  8.24       -10.92     1.36       307.04     5.68       13.74     
 2023-07-17 00:04:00.000  8.20       -10.96     1.37       306.80     5.73       13.75     
 2023-07-17 00:05:00.000  8.16       -10.99     1.22       306.60     5.10       13.74     
 2023-07-17 00:06:00.000  8.11       -10.97     1.27       306.48     5.32       13.71     
 2023-07-17 00:07:00.000  7.99       -11.00     1.56       305.99     6.56       13.68     
 2023-07-17 00:08:00.000  8.00       -10.93     1.81       306.23     7.61       13.66     
 2023-07-17 00:09:00.000  8.06       -10.82     1.92       306.67     8.11       13.63     
 2023-07-17 00:10:00.000  7.99       -10.86     1.65       306.34     6.99       13.58     
 2023-07-17 00:11:00.000  7.96       -10.70     2.27       306.66     9.66       13.53     
 2023-07-17 00:12:00.000  8.02       -10.65     1.62       306.99     6.95       13.43     
 2023-07-17 00:13:00.000  8.08       -10.61     1.30       307.29     5.58       13.40     
 2023-07-17 00:14:00.000  8.05       -10.67     1.38       307.01     5.90       13.44     
 2023-07-17 00:15:00.000  8.15       -10.54     1.31       307.72     5.61       13.38     
 2023-07-17 00:16:00.000  7.67       -10.58     2.43       305.94     10.52      13.29     
 2023-07-17 00:17:00.000  7.71       -10.60     2.13       306.04     9.25       13.28     
 2023-07-17 00:18:00.000  7.81       -10.53     2.08       306.56     9.01       13.27     
 2023-07-17 00:19:00.000  7.59       -10.59     2.27       305.64     9.90       13.23     
 2023-07-17 00:20:00.000  7.69       -10.62     1.92       305.91     8.31       13.25     
 2023-07-17 00:21:00.000  7.86       -10.32     1.98       307.27     8.68       13.12     
 2023-07-17 00:22:00.000  7.91       -10.34     2.05       307.40     8.97       13.18     
 2023-07-17 00:23:00.000  7.74       -10.48     2.00       306.44     8.73       13.18     
 2023-07-17 00:24:00.000  7.86       -10.37     1.60       307.14     7.01       13.11     
 2023-07-17 00:25:00.000  7.74       -10.08     1.29       307.52     5.82       12.77     
 2023-07-17 00:26:00.000  7.76       -10.08     1.19       307.60     5.36       12.78     
 2023-07-17 00:27:00.000  7.46       -10.32     1.27       305.88     5.70       12.80     
 2023-07-17 00:28:00.000  7.71       -10.29     1.11       306.85     4.94       12.91     
 2023-07-17 00:29:00.000  7.71       -10.27     1.33       306.91     5.91       12.91     
 2023-07-17 00:30:00.000  7.60       -10.33     1.41       306.35     6.26       12.90     
 2023-07-17 00:31:00.000  7.69       -10.25     1.27       306.86     5.66       12.88     
 2023-07-17 00:32:00.000  7.53       -10.32     1.23       306.12     5.50       12.83     
 2023-07-17 00:33:00.000  7.32       -10.39     1.49       305.18     6.68       12.80     
 2023-07-17 00:34:00.000  7.47       -10.26     1.44       306.06     6.48       12.77     
 2023-07-17 00:35:00.000  7.59       -10.10     1.23       306.90     5.56       12.69     
 2023-07-17 00:36:00.000  7.58       -10.10     1.23       306.87     5.55       12.69     
 2023-07-17 00:37:00.000  7.71       -10.05     1.23       307.48     5.53       12.73     
 2023-07-17 00:38:00.000  7.62       -10.12     1.14       306.96     5.15       12.72     
 2023-07-17 00:39:00.000  7.54       -10.14     0.97       306.64     4.37       12.67     
 2023-07-17 00:40:00.000  7.47       -10.16     0.76       306.32     3.45       12.64     
 2023-07-17 00:41:00.000  7.49       -10.17     0.89       306.37     4.05       12.66     
 2023-07-17 00:42:00.000  7.42       -10.18     1.17       306.10     5.30       12.65     
 2023-07-17 00:43:00.000  7.19       -10.22     1.44       305.14     6.56       12.57     
 2023-07-17 00:44:00.000  7.18       -10.30     0.90       304.87     4.10       12.59     
 2023-07-17 00:45:00.000  7.16       -10.27     0.87       304.88     3.96       12.55     
 2023-07-17 00:46:00.000  7.07       -10.30     1.26       304.47     5.76       12.56     
 2023-07-17 00:47:00.000  6.98       -10.35     1.35       303.99     6.16       12.56     
 2023-07-17 00:48:00.000  6.99       -10.39     1.01       303.92     4.60       12.57     
 2023-07-17 00:49:00.000  6.85       -10.51     1.02       303.11     4.63       12.58     
 2023-07-17 00:50:00.000  7.03       -10.44     1.56       303.95     7.05       12.68     
 2023-07-17 00:51:00.000  7.23       -10.35     1.79       304.94     8.06       12.75     
 2023-07-17 00:52:00.000  7.27       -10.55     1.09       304.57     4.86       12.85     
 2023-07-17 00:53:00.000  7.25       -10.56     0.84       304.46     3.74       12.84     
 2023-07-17 00:54:00.000  7.16       -10.63     0.83       303.96     3.72       12.84     
 2023-07-17 00:55:00.000  7.18       -10.60     1.20       304.11     5.37       12.85     
 2023-07-17 00:56:00.000  7.13       -10.66     1.01       303.78     4.49       12.87     
 2023-07-17 00:57:00.000  7.17       -10.49     1.79       304.35     8.01       12.83     
 2023-07-17 00:58:00.000  7.15       -10.51     1.21       304.25     5.45       12.77     
 2023-07-17 00:59:00.000  7.38       -10.37     0.85       305.45     3.82       12.76     
 2023-07-17 01:00:00.000  7.63       -10.21     0.55       306.77     2.46       12.76     
 2023-07-17 01:01:00.000  7.60       -10.23     0.47       306.59     2.10       12.75     
 2023-07-17 01:02:00.000  7.55       -10.22     0.62       306.45     2.81       12.73     
 2023-07-17 01:03:00.000  7.50       -10.24     0.84       306.22     3.79       12.72     
 2023-07-17 01:04:00.000  7.43       -10.18     2.04       306.12     9.19       12.76     
 2023-07-17 01:05:00.000  7.47       -10.16     2.05       306.31     9.23       12.77     
 2023-07-17 01:06:00.000  7.43       -10.22     1.89       306.01     8.49       12.77     
 2023-07-17 01:07:00.000  7.56       -10.06     1.98       306.90     8.96       12.74     
 2023-07-17 01:08:00.000  7.51       -10.15     1.72       306.51     7.76       12.74     
 2023-07-17 01:09:00.000  7.34       -10.22     2.13       305.70     9.60       12.76     
 2023-07-17 01:10:00.000  7.33       -10.21     2.23       305.68     10.07      12.76     
 2023-07-17 01:11:00.000  7.43       -10.04     2.41       306.50     10.94      12.72     
 2023-07-17 01:12:00.000  7.48       -9.93      2.58       306.97     11.72      12.70     
 2023-07-17 01:13:00.000  7.41       -9.89      3.04       306.86     13.84      12.73     
 2023-07-17 01:14:00.000  7.54       -9.90      2.74       307.27     12.42      12.74     
 2023-07-17 01:15:00.000  7.58       -9.91      2.91       307.41     13.14      12.81     
 2023-07-17 01:16:00.000  7.46       -9.94      2.90       306.87     13.12      12.76     
 2023-07-17 01:17:00.000  7.61       -9.87      2.72       307.63     12.33      12.75     
 2023-07-17 01:18:00.000  7.64       -9.79      2.77       307.98     12.56      12.73     
 2023-07-17 01:19:00.000  7.65       -9.83      2.76       307.89     12.51      12.76     
 2023-07-17 01:20:00.000  7.62       -9.75      2.87       308.01     13.06      12.70     
 2023-07-17 01:21:00.000  7.45       -9.86      2.89       307.08     13.17      12.69     
 2023-07-17 01:22:00.000  7.31       -9.96      2.81       306.28     12.80      12.67     
 2023-07-17 01:23:00.000  7.07       -10.13     2.76       304.90     12.61      12.66     
 2023-07-17 01:24:00.000  7.22       -9.96      2.90       305.96     13.27      12.64     
 2023-07-17 01:25:00.000  7.29       -9.82      3.09       306.58     14.18      12.61     
 2023-07-17 01:26:00.000  7.18       -9.85      3.07       306.10     14.15      12.57     
 2023-07-17 01:27:00.000  7.46       -9.67      3.00       307.64     13.79      12.58     
 2023-07-17 01:28:00.000  7.59       -9.58      2.94       308.37     13.53      12.57     
 2023-07-17 01:29:00.000  7.52       -9.59      3.04       308.10     14.00      12.55     
 2023-07-17 01:30:00.000  7.46       -9.54      3.27       308.01     15.10      12.54     
 2023-07-17 01:31:00.000  7.48       -9.48      3.43       308.28     15.83      12.55     
 2023-07-17 01:32:00.000  7.40       -9.53      3.35       307.84     15.53      12.52     
 2023-07-17 01:33:00.000  7.62       -9.13      3.68       309.85     17.22      12.45     
 2023-07-17 01:34:00.000  7.59       -9.01      3.74       310.12     17.59      12.36     
 2023-07-17 01:35:00.000  7.61       -9.13      3.55       309.83     16.63      12.41     
 2023-07-17 01:36:00.000  7.61       -9.11      3.56       309.86     16.68      12.39     
 2023-07-17 01:37:00.000  7.52       -9.17      3.53       309.34     16.57      12.37     
 2023-07-17 01:38:00.000  7.44       -9.33      3.49       308.56     16.30      12.43     
 2023-07-17 01:39:00.000  7.63       -9.32      3.23       309.29     15.01      12.47     
 2023-07-17 01:40:00.000  7.65       -9.01      3.54       310.34     16.67      12.34     
 2023-07-17 01:41:00.000  7.73       -9.05      3.21       310.47     15.11      12.33     
 2023-07-17 01:42:00.000  7.54       -9.28      2.85       309.07     13.39      12.29     
 2023-07-17 01:43:00.000  7.24       -9.71      2.27       306.69     10.61      12.32     
 2023-07-17 01:44:00.000  6.67       -10.21     1.29       303.16     6.04       12.26     
 2023-07-17 01:45:00.000  6.64       -10.15     1.86       303.18     8.74       12.27     
 2023-07-17 01:46:00.000  7.05       -9.64      2.68       306.20     12.64      12.24     
 2023-07-17 01:47:00.000  6.98       -9.54      2.54       306.19     12.11      12.09     
 2023-07-17 01:48:00.000  6.76       -9.71      2.36       304.81     11.29      12.07     
 2023-07-17 01:49:00.000  6.80       -9.68      2.45       305.11     11.68      12.08     
 2023-07-17 01:50:00.000  6.66       -9.76      2.44       304.33     11.65      12.06     
 2023-07-17 01:51:00.000  6.78       -9.78      2.35       304.73     11.19      12.13     
 2023-07-17 01:52:00.000  6.73       -9.87      2.04       304.30     9.71       12.12     
 2023-07-17 01:53:00.000  6.81       -9.66      2.59       305.20     12.38      12.10     
 2023-07-17 01:54:00.000  6.89       -9.53      2.87       305.85     13.70      12.11     
 2023-07-17 01:55:00.000  6.86       -9.47      2.92       305.93     14.01      12.06     
 2023-07-17 01:56:00.000  6.90       -9.47      2.85       306.08     13.67      12.06     
 2023-07-17 01:57:00.000  6.92       -9.43      2.92       306.29     14.03      12.05     
 2023-07-17 01:58:00.000  6.89       -9.46      2.89       306.07     13.86      12.06     
 2023-07-17 01:59:00.000  7.01       -9.21      3.06       307.28     14.79      11.97     
 2023-07-17 02:00:00.000  7.04       -9.14      2.88       307.61     14.00      11.89     
 2023-07-17 02:01:00.000  7.10       -9.09      2.43       307.99     11.90      11.79     
 2023-07-17 02:02:00.000  7.17       -9.36      2.77       307.43     13.24      12.11     
 2023-07-17 02:03:00.000  7.19       -9.49      2.74       307.13     12.95      12.22     
 2023-07-17 02:04:00.000  7.28       -9.56      1.92       307.28     9.10       12.17     
 2023-07-17 02:05:00.000  7.08       -9.77      1.72       305.93     8.09       12.19     
 2023-07-17 02:06:00.000  7.32       -9.75      1.96       306.90     9.14       12.35     
 2023-07-17 02:07:00.000  7.01       -9.98      2.13       305.10     9.91       12.38     
 2023-07-17 02:08:00.000  6.80       -10.09     2.20       303.99     10.25      12.36     
 2023-07-17 02:09:00.000  6.76       -10.13     2.22       303.71     10.33      12.38     
 2023-07-17 02:10:00.000  6.74       -10.05     2.37       303.84     11.08      12.33     
 2023-07-17 02:11:00.000  7.15       -9.73      2.60       306.31     12.13      12.35     
 2023-07-17 02:12:00.000  7.38       -9.46      2.89       307.96     13.56      12.34     
 2023-07-17 02:13:00.000  7.28       -9.49      3.07       307.51     14.39      12.35     
 2023-07-17 02:14:00.000  7.08       -9.49      3.32       306.74     15.66      12.30     
 2023-07-17 02:15:00.000  7.09       -9.35      3.54       307.18     16.76      12.26     
 2023-07-17 02:16:00.000  7.02       -9.32      3.69       307.02     17.54      12.23     
 2023-07-17 02:17:00.000  7.03       -9.30      3.67       307.07     17.47      12.22     
 2023-07-17 02:18:00.000  6.88       -9.34      3.94       306.38     18.78      12.25     
 2023-07-17 02:19:00.000  6.74       -9.55      3.81       305.19     18.06      12.30     
 2023-07-17 02:20:00.000  7.37       -8.95      4.12       309.47     19.57      12.30     
 2023-07-17 02:21:00.000  7.41       -8.90      4.26       309.80     20.18      12.34     
 2023-07-17 02:22:00.000  7.34       -8.97      4.15       309.31     19.68      12.31     
 2023-07-17 02:23:00.000  7.23       -9.08      4.04       308.53     19.21      12.30     
 2023-07-17 02:24:00.000  7.27       -9.05      4.22       308.77     19.99      12.35     
 2023-07-17 02:25:00.000  7.15       -9.09      4.27       308.18     20.28      12.33     
 2023-07-17 02:26:00.000  7.14       -9.08      4.19       308.19     19.96      12.28     
 2023-07-17 02:27:00.000  7.01       -9.30      3.94       307.01     18.71      12.29     
 2023-07-17 02:28:00.000  7.04       -8.92      4.52       308.29     21.70      12.23     
 2023-07-17 02:29:00.000  6.89       -8.94      4.73       307.59     22.72      12.24     
 2023-07-17 02:30:00.000  6.75       -9.05      4.44       306.70     21.45      12.13     
 2023-07-17 02:31:00.000  6.77       -9.10      4.21       306.64     20.37      12.10     
 2023-07-17 02:32:00.000  6.71       -8.76      4.76       307.43     23.34      12.02     
 2023-07-17 02:33:00.000  6.73       -8.35      5.47       308.84     27.01      12.04     
 2023-07-17 02:34:00.000  6.63       -8.50      5.33       307.95     26.32      12.03     
 2023-07-17 02:35:00.000  6.67       -8.54      5.21       308.02     25.66      12.02     
 2023-07-17 02:36:00.000  6.86       -8.32      5.22       309.51     25.81      11.98     
 2023-07-17 02:37:00.000  6.82       -8.55      4.90       308.58     24.10      11.99     
 2023-07-17 02:38:00.000  6.80       -8.66      4.73       308.12     23.23      11.98     
 2023-07-17 02:39:00.000  6.67       -8.54      5.14       307.99     25.40      11.99     
 2023-07-17 02:40:00.000  6.47       -8.55      5.35       307.10     26.51      11.98     
 2023-07-17 02:41:00.000  6.37       -8.49      5.58       306.89     27.73      12.00     
 2023-07-17 02:42:00.000  6.55       -8.49      5.40       307.64     26.73      12.01     
 2023-07-17 02:43:00.000  6.29       -8.26      6.08       307.28     30.35      12.03     
 2023-07-17 02:44:00.000  6.24       -8.44      5.96       306.46     29.60      12.07     
 2023-07-17 02:45:00.000  6.16       -8.60      5.88       305.59     29.04      12.10     
 2023-07-17 02:46:00.000  6.00       -8.40      6.34       305.55     31.58      12.12     
 2023-07-17 02:47:00.000  6.16       -8.40      6.13       306.26     30.48      12.08     
 2023-07-17 02:48:00.000  6.86       -8.26      5.15       309.72     25.65      11.91     
 2023-07-17 02:49:00.000  7.11       -8.39      4.46       310.27     22.10      11.86     
 2023-07-17 02:50:00.000  8.06       -8.42      1.93       313.73     9.38       11.81     
 2023-07-17 02:51:00.000  7.83       -8.45      2.50       312.82     12.26      11.79     
 2023-07-17 02:52:00.000  7.69       -8.46      2.62       312.26     12.91      11.73     
 2023-07-17 02:53:00.000  7.63       -8.51      2.90       311.88     14.25      11.80     
 2023-07-17 02:54:00.000  7.59       -8.48      3.22       311.82     15.81      11.83     
 2023-07-17 02:55:00.000  7.74       -8.51      2.72       312.29     13.29      11.82     
 2023-07-17 02:56:00.000  7.79       -8.40      2.75       312.83     13.47      11.79     
 2023-07-17 02:57:00.000  7.92       -8.35      2.71       313.49     13.24      11.82     
 2023-07-17 02:58:00.000  7.92       -8.33      2.90       313.57     14.17      11.85     
 2023-07-17 02:59:00.000  8.07       -8.25      2.78       314.37     13.56      11.87     
 2023-07-17 03:00:00.000  7.83       -8.39      3.18       313.01     15.50      11.91     
 2023-07-17 03:01:00.000  8.06       -7.96      3.18       315.33     15.67      11.76     
 2023-07-17 03:02:00.000  8.04       -7.41      4.18       317.32     20.93      11.71     
 2023-07-17 03:03:00.000  7.53       -6.97      5.99       317.20     30.29      11.88     
 2023-07-17 03:04:00.000  7.83       -7.09      5.26       317.85     26.46      11.80     
 2023-07-17 03:05:00.000  7.97       -7.14      4.50       318.12     22.80      11.61     
 2023-07-17 03:06:00.000  7.28       -7.35      5.13       314.73     26.38      11.54     
 2023-07-17 03:07:00.000  7.70       -6.89      5.29       318.18     27.14      11.61     
 2023-07-17 03:08:00.000  7.20       -7.66      4.95       313.23     25.23      11.62     
 2023-07-17 03:09:00.000  7.41       -7.41      4.99       314.98     25.47      11.61     
 2023-07-17 03:10:00.000  7.30       -7.61      4.87       313.80     24.79      11.62     
 2023-07-17 03:11:00.000  7.32       -7.48      4.93       314.38     25.25      11.57     
 2023-07-17 03:12:00.000  7.38       -7.39      5.04       314.98     25.78      11.60     
 2023-07-17 03:13:00.000  7.46       -7.49      4.86       314.86     24.67      11.63     
 2023-07-17 03:14:00.000  7.65       -7.36      4.79       316.14     24.31      11.65     
 2023-07-17 03:15:00.000  7.65       -7.19      4.89       316.76     25.00      11.58     
 2023-07-17 03:16:00.000  7.81       -6.92      4.90       318.45     25.15      11.53     
 2023-07-17 03:17:00.000  7.65       -6.92      5.16       317.89     26.57      11.54     
 2023-07-17 03:18:00.000  7.04       -7.18      5.52       314.43     28.76      11.47     
 2023-07-17 03:19:00.000  7.24       -6.95      5.39       316.18     28.23      11.39     
 2023-07-17 03:20:00.000  7.11       -6.93      5.49       315.71     28.93      11.34     
 2023-07-17 03:21:00.000  7.03       -6.94      5.49       315.37     29.06      11.31     
 2023-07-17 03:22:00.000  6.45       -7.06      6.10       312.41     32.53      11.34     
 2023-07-17 03:23:00.000  6.46       -6.90      6.23       313.12     33.42      11.32     
 2023-07-17 03:24:00.000  7.57       -7.01      4.57       317.20     23.89      11.28     
 2023-07-17 03:25:00.000  7.54       -6.95      4.54       317.32     23.89      11.22     
 2023-07-17 03:26:00.000  7.22       -6.87      5.20       316.42     27.53      11.24     
 2023-07-17 03:27:00.000  7.06       -6.92      5.35       315.57     28.44      11.24     
 2023-07-17 03:28:00.000  6.94       -6.84      5.73       315.39     30.45      11.30     
 2023-07-17 03:29:00.000  6.89       -6.80      5.79       315.39     30.89      11.28     
 2023-07-17 03:30:00.000  7.07       -6.70      5.62       316.51     29.97      11.24     
 2023-07-17 03:31:00.000  7.19       -6.69      5.49       317.06     29.20      11.25     
 2023-07-17 03:32:00.000  7.23       -6.78      5.43       316.83     28.71      11.30     
 2023-07-17 03:33:00.000  7.28       -6.67      5.55       317.48     29.34      11.33     
 2023-07-17 03:34:00.000  7.50       -6.56      5.31       318.82     28.03      11.30     
 2023-07-17 03:35:00.000  7.41       -6.73      5.25       317.75     27.68      11.30     
 2023-07-17 03:36:00.000  7.32       -6.78      5.42       317.22     28.50      11.35     
 2023-07-17 03:37:00.000  7.24       -6.59      5.75       317.70     30.43      11.36     
 2023-07-17 03:38:00.000  7.06       -6.65      5.96       316.72     31.58      11.38     
 2023-07-17 03:39:00.000  6.98       -6.52      6.15       316.99     32.76      11.36     
 2023-07-17 03:40:00.000  7.01       -6.48      6.16       317.23     32.85      11.37     
 2023-07-17 03:41:00.000  6.89       -6.91      5.93       314.90     31.29      11.42     
 2023-07-17 03:42:00.000  6.84       -7.08      5.88       314.00     30.85      11.46     
 2023-07-17 03:43:00.000  6.83       -7.12      5.80       313.83     30.43      11.45     
 2023-07-17 03:44:00.000  6.84       -7.24      5.70       313.40     29.76      11.47     
 2023-07-17 03:45:00.000  6.70       -7.25      5.92       312.72     30.94      11.51     
 2023-07-17 03:46:00.000  6.61       -7.27      6.02       312.28     31.48      11.53     
 2023-07-17 03:47:00.000  6.56       -7.41      5.69       311.50     29.92      11.41     
 2023-07-17 03:48:00.000  6.59       -7.24      5.68       312.34     30.11      11.32     
 2023-07-17 03:49:00.000  6.43       -5.59      7.70       318.97     42.11      11.48     
 2023-07-17 03:50:00.000  6.66       -5.52      7.56       320.39     41.16      11.49     
 2023-07-17 03:51:00.000  6.74       -5.76      7.41       319.44     39.87      11.55     
 2023-07-17 03:52:00.000  6.90       -5.76      7.30       320.15     39.08      11.58     
 2023-07-17 03:53:00.000  6.81       -6.49      6.68       316.38     35.37      11.54     
 2023-07-17 03:54:00.000  6.14       -7.97      5.53       307.63     28.80      11.48     
 2023-07-17 03:55:00.000  6.28       -8.10      5.06       307.76     26.25      11.43     
 2023-07-17 03:56:00.000  7.27       -5.30      7.17       323.89     38.57      11.51     
 2023-07-17 03:57:00.000  6.93       -5.02      7.25       324.08     40.29      11.21     
 2023-07-17 03:58:00.000  7.11       -5.12      7.08       324.21     38.94      11.26     
 2023-07-17 04:02:00.000  7.67       -4.86      6.10       327.63     33.88      10.94     
 2023-07-17 04:03:00.000  7.82       -5.56      5.58       324.59     30.16      11.10     
 2023-07-17 04:04:00.000  7.97       -5.39      5.25       325.91     28.59      10.96     
 2023-07-17 04:05:00.000  7.83       -6.12      3.46       321.98     19.22      10.52     
 2023-07-17 04:06:00.000  7.83       -7.09      0.48       317.83     2.63       10.57     
 2023-07-17 04:07:00.000  7.92       -7.01      0.39       318.50     2.09       10.58     
 2023-07-17 04:08:00.000  7.79       -7.16      0.34       317.39     1.84       10.58     
 2023-07-17 04:09:00.000  7.80       -7.14      0.45       317.51     2.41       10.58     
 2023-07-17 04:10:00.000  7.60       -7.28      0.40       316.23     2.20       10.54     
 2023-07-17 04:11:00.000  8.01       -6.94      0.58       319.08     3.11       10.61     
 2023-07-17 04:12:00.000  7.82       -7.19      0.52       317.41     2.79       10.63     
 2023-07-17 04:13:00.000  7.87       -7.22      0.54       317.50     2.90       10.69     
 2023-07-17 04:14:00.000  7.78       -7.23      0.41       317.08     2.19       10.63     
 2023-07-17 04:15:00.000  7.77       -7.26      0.37       316.94     2.00       10.64     
 2023-07-17 04:16:00.000  7.60       -7.41      0.02       315.74     0.11       10.62     
 2023-07-17 04:17:00.000  7.51       -7.46      0.21       315.20     1.15       10.59     
 2023-07-17 04:18:00.000  7.42       -7.43      0.42       314.95     2.27       10.51     
 2023-07-17 04:19:00.000  7.34       -7.42      0.57       314.71     3.10       10.45     
 2023-07-17 04:20:00.000  7.37       -7.35      0.78       315.08     4.29       10.44     
 2023-07-17 04:21:00.000  7.48       -7.26      0.73       315.88     4.01       10.45     
 2023-07-17 04:22:00.000  7.34       -7.31      0.95       315.12     5.24       10.41     
 2023-07-17 04:23:00.000  7.23       -7.42      1.10       314.26     6.06       10.42     
 2023-07-17 04:24:00.000  7.26       -7.33      1.15       314.73     6.37       10.39     
 2023-07-17 04:25:00.000  7.16       -7.40      1.23       314.03     6.81       10.37     
 2023-07-17 04:26:00.000  7.39       -7.16      1.23       315.93     6.84       10.36     
 2023-07-17 04:27:00.000  7.40       -7.18      0.91       315.89     5.07       10.35     
 2023-07-17 04:28:00.000  7.57       -6.98      1.09       317.31     6.02       10.36     
 2023-07-17 04:29:00.000  7.76       -6.63      1.46       319.47     8.15       10.31     
 2023-07-17 04:30:00.000  7.68       -6.49      1.62       319.82     9.17       10.18     
 2023-07-17 04:31:00.000  7.42       -6.47      1.48       318.91     8.56       9.95      
 2023-07-17 04:32:00.000  7.44       -6.27      1.34       319.88     7.84       9.82      
 2023-07-17 04:33:00.000  7.03       -5.26      2.23       323.22     14.27      9.06      
 2023-07-17 04:34:00.000  6.71       -4.96      2.29       323.50     15.31      8.65      
 2023-07-17 04:35:00.000  6.64       -4.06      3.06       328.54     21.44      8.36      
 2023-07-17 04:36:00.000  6.55       -4.00      3.36       328.56     23.66      8.38      
 2023-07-17 04:37:00.000  6.08       -4.49      4.06       323.55     28.24      8.58      
 2023-07-17 04:38:00.000  6.12       -4.43      4.04       324.09     28.13      8.57      
 2023-07-17 04:39:00.000  6.22       -5.01      3.31       321.14     22.53      8.65      
 2023-07-17 04:40:00.000  6.33       -4.99      3.49       321.73     23.43      8.79      
 2023-07-17 04:41:00.000  5.73       -5.04      3.77       318.69     26.31      8.51      
 2023-07-17 04:42:00.000  5.90       -4.66      3.98       321.70     27.89      8.51      
 2023-07-17 04:43:00.000  6.59       -4.95      3.47       323.06     22.81      8.94      
 2023-07-17 04:44:00.000  7.02       -4.60      1.71       326.80     11.50      8.57      
 2023-07-17 04:45:00.000  7.59       -4.23      0.29       330.83     1.94       8.69      
 2023-07-17 04:46:00.000  7.63       -4.22      0.34       331.05     2.20       8.73      
 2023-07-17 04:47:00.000  7.52       -4.09      -0.14      331.44     -0.97      8.56      
 2023-07-17 04:48:00.000  7.35       -3.89      -0.49      332.12     -3.36      8.33      
 2023-07-17 04:49:00.000  7.07       -4.31      -0.49      328.63     -3.37      8.30      
 2023-07-17 04:50:00.000  7.17       -3.20      -1.31      335.96     -9.47      7.96      
 2023-07-17 04:51:00.000  6.33       -4.99      0.67       321.72     4.74       8.09      
 2023-07-17 04:52:00.000  6.14       -5.39      0.00       318.73     -0.03      8.17      
 2023-07-17 04:53:00.000  6.88       -4.54      -0.43      326.57     -2.99      8.26      
 2023-07-17 04:54:00.000  7.14       -3.97      -0.91      330.92     -6.34      8.22      
 2023-07-17 04:55:00.000  7.18       -3.90      -1.45      331.49     -10.07     8.30      
 2023-07-17 04:56:00.000  7.08       -4.30      -1.00      328.73     -6.85      8.34      
 2023-07-17 04:57:00.000  6.46       -4.82      -1.68      323.26     -11.80     8.23      
 2023-07-17 04:58:00.000  6.42       -5.03      -1.70      321.90     -11.77     8.33      
 2023-07-17 04:59:00.000  6.55       -4.81      -1.65      323.70     -11.50     8.29      
 2023-07-17 05:00:00.000  5.97       -5.39      -2.47      317.93     -17.07     8.42      
 2023-07-17 05:01:00.000  5.42       -5.46      -3.39      314.79     -23.77     8.40      
 2023-07-17 05:02:00.000  5.54       -4.48      -3.72      321.06     -27.56     8.04      
 2023-07-17 05:03:00.000  6.14       -3.60      -3.62      329.65     -26.97     7.99      
 2023-07-17 05:04:00.000  6.15       -3.02      -3.96      333.85     -30.06     7.91      
 2023-07-17 05:05:00.000  5.99       -3.73      -4.01      328.09     -29.62     8.11      
 2023-07-17 05:06:00.000  6.12       -4.42      -3.68      324.17     -25.97     8.40      
 2023-07-17 05:07:00.000  5.84       -4.08      -4.17      325.04     -30.35     8.25      
 2023-07-17 05:08:00.000  6.54       -4.95      -2.61      322.87     -17.66     8.61      
 2023-07-17 05:09:00.000  6.11       -4.65      -4.08      322.72     -28.00     8.69      
 2023-07-17 05:10:00.000  4.63       -3.16      -6.40      325.69     -48.79     8.51      
 2023-07-17 05:11:00.000  2.42       -1.16      -8.29      334.40     -72.06     8.71      
 2023-07-17 05:12:00.000  2.81       -0.90      -8.16      342.29     -70.11     8.68      
 2023-07-17 05:13:00.000  2.74       -0.33      -8.22      353.08     -71.42     8.67      
 2023-07-17 05:14:00.000  2.19       -1.00      -8.38      335.45     -73.96     8.72      
 2023-07-17 05:15:00.000  2.65       -1.19      -8.14      335.84     -70.38     8.65      
 2023-07-17 05:16:00.000  2.64       -1.12      -8.03      337.13     -70.33     8.53      
 2023-07-17 05:17:00.000  2.55       -1.33      -8.00      332.47     -70.19     8.50      
 2023-07-17 05:18:00.000  2.40       -1.68      -7.92      325.01     -69.69     8.44      
 2023-07-17 05:19:00.000  1.89       -1.63      -7.98      319.17     -72.63     8.36      
 2023-07-17 05:20:00.000  1.17       -1.59      -8.08      306.25     -76.26     8.32      
 2023-07-17 05:21:00.000  -0.22      0.44       -8.53      116.79     -86.69     8.55      
 2023-07-17 05:22:00.000  1.88       -2.09      -7.03      311.91     -68.22     7.57      
 2023-07-17 05:23:00.000  5.17       -4.35      -1.77      319.97     -14.71     6.99      
 2023-07-17 05:24:00.000  5.55       -5.55      -0.89      314.97     -6.44      7.90      
 2023-07-17 05:25:00.000  5.51       -5.54      -1.89      314.88     -13.58     8.04      
 2023-07-17 05:26:00.000  5.49       -5.85      -1.49      313.20     -10.50     8.16      
 2023-07-17 05:27:00.000  5.65       -5.57      -1.42      315.41     -10.16     8.06      
 2023-07-17 05:28:00.000  5.79       -5.73      -0.94      315.30     -6.60      8.20      
 2023-07-17 05:29:00.000  6.10       -5.31      0.04       318.95     0.25       8.08      
 2023-07-17 05:30:00.000  6.00       -5.25      -1.60      318.79     -11.32     8.13      
 2023-07-17 05:31:00.000  6.05       -4.92      -2.50      320.85     -17.79     8.19      
 2023-07-17 05:32:00.000  5.45       -4.72      -3.88      319.11     -28.27     8.19      
