:Data_list: 20030303_G10xr_1m.txt
:Created: 2003 Mar 04 0010 UTC
# Prepared by the U.S. Dept. of Commerce, NOAA, Space Environment Center.
# Please send comments and suggestions to sec@sec.noaa.gov 
# 
# Label: Short = 0.05- 0.4 nanometer
# Label: Long  = 0.1 - 0.8 nanometer
# Units: Short = Watts per meter squared
# Units: Long  = Watts per meter squared
# Source: GOES-10
# Location: W135
# Missing data: -1.00e+05
#
#         1-minute GOES-10 Solar X-ray Flux
# 
#                 Modified Seconds
# UTC Date  Time   Julian  of the
# YR MO DA  HHMM    Day     Day       Short       Long
#-------------------------------------------------------
2003 03 03  0105   52701   3900     7.19e-09    5.12e-07
2003 03 03  0106   52701   3960     7.21e-09    5.02e-07
2003 03 03  0107   52701   4020     6.09e-09    4.93e-07
2003 03 03  0108   52701   4080     5.88e-09    4.86e-07
2003 03 03  0109   52701   4140     7.43e-09    4.98e-07
2003 03 03  0110   52701   4200     8.70e-09    5.25e-07
2003 03 03  0111   52701   4260     7.19e-09    5.06e-07
2003 03 03  0112   52701   4320     7.15e-09    4.91e-07
2003 03 03  0113   52701   4380     5.80e-09    4.82e-07
2003 03 03  0114   52701   4440     5.42e-09    4.78e-07
2003 03 03  0115   52701   4500     7.21e-09    4.91e-07
2003 03 03  0116   52701   4560     9.27e-09    5.28e-07
2003 03 03  0117   52701   4620     9.11e-09    5.35e-07
2003 03 03  0118   52701   4680     7.80e-09    5.23e-07
2003 03 03  0119   52701   4740     7.21e-09    5.10e-07
2003 03 03  0120   52701   4800     7.19e-09    5.02e-07
2003 03 03  0121   52701   4860     7.19e-09    4.97e-07
2003 03 03  0122   52701   4920     7.19e-09    4.91e-07
2003 03 03  0123   52701   4980     7.19e-09    4.86e-07
2003 03 03  0124   52701   5040     7.19e-09    4.86e-07
2003 03 03  0125   52701   5100     7.19e-09    4.85e-07
2003 03 03  0126   52701   5160     7.19e-09    4.79e-07
2003 03 03  0127   52701   5220     7.19e-09    4.79e-07
2003 03 03  0128   52701   5280     7.19e-09    4.84e-07
2003 03 03  0129   52701   5340     8.20e-09    5.03e-07
2003 03 03  0130   52701   5400     7.64e-09    5.08e-07
2003 03 03  0131   52701   5460     7.19e-09    5.02e-07
2003 03 03  0132   52701   5520     7.19e-09    4.99e-07
2003 03 03  0133   52701   5580     7.19e-09    4.94e-07
2003 03 03  0134   52701   5640     7.19e-09    4.88e-07
2003 03 03  0135   52701   5700     7.19e-09    4.80e-07
2003 03 03  0136   52701   5760     7.08e-09    4.71e-07
2003 03 03  0137   52701   5820     6.64e-09    4.66e-07
2003 03 03  0138   52701   5880     5.68e-09    4.60e-07
2003 03 03  0139   52701   5940     5.86e-09    4.58e-07
2003 03 03  0140   52701   6000     6.62e-09    4.61e-07
2003 03 03  0141   52701   6060     5.44e-09    4.55e-07
2003 03 03  0142   52701   6120     5.33e-09    4.50e-07
2003 03 03  0143   52701   6180     5.97e-09    4.53e-07
2003 03 03  0144   52701   6240     8.00e-09    4.80e-07
2003 03 03  0145   52701   6300     7.37e-09    4.82e-07
2003 03 03  0146   52701   6360     7.19e-09    4.69e-07
2003 03 03  0147   52701   6420     6.72e-09    4.59e-07
2003 03 03  0148   52701   6480     5.31e-09    4.51e-07
2003 03 03  0149   52701   6540     5.32e-09    4.45e-07
2003 03 03  0150   52701   6600     5.32e-09    4.41e-07
2003 03 03  0151   52701   6660     5.29e-09    4.35e-07
2003 03 03  0152   52701   6720     5.29e-09    4.29e-07
2003 03 03  0153   52701   6780     5.29e-09    4.23e-07
2003 03 03  0154   52701   6840     5.29e-09    4.22e-07
2003 03 03  0155   52701   6900     5.31e-09    4.25e-07
2003 03 03  0156   52701   6960     5.29e-09    4.29e-07
2003 03 03  0157   52701   7020     5.31e-09    4.25e-07
2003 03 03  0158   52701   7080     5.29e-09    4.21e-07
2003 03 03  0159   52701   7140     5.29e-09    4.15e-07
2003 03 03  0200   52701   7200     5.29e-09    4.14e-07
2003 03 03  0201   52701   7260     5.29e-09    4.09e-07
2003 03 03  0202   52701   7320     5.29e-09    4.07e-07
2003 03 03  0203   52701   7380     5.29e-09    4.07e-07
2003 03 03  0204   52701   7440     5.29e-09    4.07e-07
2003 03 03  0205   52701   7500     5.29e-09    4.07e-07
2003 03 03  0206   52701   7560     5.29e-09    4.05e-07
2003 03 03  0207   52701   7620     5.29e-09    4.03e-07
2003 03 03  0208   52701   7680     5.29e-09    4.01e-07
2003 03 03  0209   52701   7740     5.29e-09    4.00e-07
2003 03 03  0210   52701   7800     5.29e-09    4.00e-07
2003 03 03  0211   52701   7860     5.29e-09    4.00e-07
2003 03 03  0212   52701   7920     5.29e-09    4.00e-07
2003 03 03  0213   52701   7980     5.29e-09    4.00e-07
2003 03 03  0214   52701   8040     5.29e-09    4.00e-07
2003 03 03  0215   52701   8100     5.29e-09    4.00e-07
2003 03 03  0216   52701   8160     5.31e-09    4.05e-07
2003 03 03  0217   52701   8220     6.02e-09    4.22e-07
2003 03 03  0218   52701   8280     7.16e-09    4.35e-07
2003 03 03  0219   52701   8340     5.58e-09    4.34e-07
2003 03 03  0220   52701   8400     5.29e-09    4.25e-07
2003 03 03  0221   52701   8460     5.29e-09    4.16e-07
2003 03 03  0222   52701   8520     5.29e-09    4.14e-07
2003 03 03  0223   52701   8580     5.31e-09    4.14e-07
2003 03 03  0224   52701   8640     5.29e-09    4.14e-07
2003 03 03  0225   52701   8700     5.29e-09    4.18e-07
2003 03 03  0226   52701   8760     5.29e-09    4.22e-07
2003 03 03  0227   52701   8820     5.29e-09    4.23e-07
2003 03 03  0228   52701   8880     5.29e-09    4.26e-07
2003 03 03  0229   52701   8940     5.31e-09    4.23e-07
2003 03 03  0230   52701   9000     5.29e-09    4.21e-07
2003 03 03  0231   52701   9060     5.32e-09    4.21e-07
2003 03 03  0232   52701   9120     5.42e-09    4.28e-07
2003 03 03  0233   52701   9180     6.98e-09    4.43e-07
2003 03 03  0234   52701   9240     7.19e-09    4.43e-07
2003 03 03  0235   52701   9300     7.19e-09    4.43e-07
2003 03 03  0236   52701   9360     6.56e-09    4.38e-07
2003 03 03  0237   52701   9420     5.44e-09    4.33e-07
2003 03 03  0238   52701   9480     5.29e-09    4.29e-07
2003 03 03  0239   52701   9540     5.31e-09    4.27e-07
2003 03 03  0240   52701   9600     5.29e-09    4.22e-07
2003 03 03  0241   52701   9660     5.29e-09    4.22e-07
2003 03 03  0242   52701   9720     5.29e-09    4.22e-07
2003 03 03  0243   52701   9780     5.29e-09    4.21e-07
2003 03 03  0244   52701   9840     5.29e-09    4.22e-07
2003 03 03  0245   52701   9900     5.31e-09    4.31e-07
2003 03 03  0246   52701   9960     5.34e-09    4.36e-07
2003 03 03  0247   52701  10020     6.73e-09    4.41e-07
2003 03 03  0248   52701  10080     7.85e-09    4.61e-07
2003 03 03  0249   52701  10140     9.48e-09    4.84e-07
2003 03 03  0250   52701  10200     9.09e-09    4.88e-07
2003 03 03  0251   52701  10260     8.99e-09    4.83e-07
2003 03 03  0252   52701  10320     7.25e-09    4.74e-07
2003 03 03  0253   52701  10380     7.24e-09    4.78e-07
2003 03 03  0254   52701  10440     7.19e-09    4.73e-07
2003 03 03  0255   52701  10500     7.19e-09    4.72e-07
2003 03 03  0256   52701  10560     7.19e-09    4.76e-07
2003 03 03  0257   52701  10620     7.52e-09    4.91e-07
2003 03 03  0258   52701  10680     6.98e-09    4.71e-07
2003 03 03  0259   52701  10740     5.36e-09    4.55e-07
2003 03 03  0300   52701  10800     5.31e-09    4.45e-07
2003 03 03  0301   52701  10860     5.29e-09    4.36e-07
2003 03 03  0302   52701  10920     5.29e-09    4.35e-07
2003 03 03  0303   52701  10980     5.29e-09    4.29e-07
2003 03 03  0304   52701  11040     5.29e-09    4.23e-07
2003 03 03  0305   52701  11100     5.29e-09    4.21e-07
2003 03 03  0306   52701  11160     5.29e-09    4.18e-07
2003 03 03  0307   52701  11220     5.29e-09    4.16e-07
2003 03 03  0308   52701  11280     5.29e-09    4.15e-07
2003 03 03  0309   52701  11340     5.29e-09    4.14e-07
2003 03 03  0310   52701  11400     5.14e-09    4.09e-07
2003 03 03  0311   52701  11460     4.93e-09    4.07e-07
2003 03 03  0312   52701  11520     4.57e-09    4.06e-07
2003 03 03  0313   52701  11580     4.56e-09    4.05e-07
2003 03 03  0314   52701  11640     4.59e-09    4.02e-07
2003 03 03  0315   52701  11700     4.88e-09    4.01e-07
2003 03 03  0316   52701  11760     4.66e-09    4.01e-07
2003 03 03  0317   52701  11820     4.89e-09    4.02e-07
2003 03 03  0318   52701  11880     4.64e-09    4.02e-07
2003 03 03  0319   52701  11940     5.17e-09    4.06e-07
2003 03 03  0320   52701  12000     5.29e-09    4.09e-07
2003 03 03  0321   52701  12060     5.87e-09    4.28e-07
2003 03 03  0322   52701  12120     7.19e-09    4.52e-07
2003 03 03  0323   52701  12180     8.89e-09    4.81e-07
2003 03 03  0324   52701  12240     7.63e-09    4.80e-07
2003 03 03  0325   52701  12300     7.17e-09    4.67e-07
2003 03 03  0326   52701  12360     7.17e-09    4.73e-07
2003 03 03  0327   52701  12420     8.70e-09    5.05e-07
2003 03 03  0328   52701  12480     7.67e-09    5.04e-07
2003 03 03  0329   52701  12540     7.19e-09    4.84e-07
2003 03 03  0330   52701  12600     6.57e-09    4.66e-07
2003 03 03  0331   52701  12660     6.38e-09    4.57e-07
2003 03 03  0332   52701  12720     7.19e-09    4.66e-07
2003 03 03  0333   52701  12780     7.56e-09    4.82e-07
2003 03 03  0334   52701  12840     8.76e-09    4.97e-07
2003 03 03  0335   52701  12900     7.22e-09    4.92e-07
2003 03 03  0336   52701  12960     7.19e-09    4.84e-07
2003 03 03  0337   52701  13020     7.15e-09    4.77e-07
2003 03 03  0338   52701  13080     6.11e-09    4.69e-07
2003 03 03  0339   52701  13140     5.32e-09    4.61e-07
2003 03 03  0340   52701  13200     5.29e-09    4.54e-07
2003 03 03  0341   52701  13260     5.29e-09    4.50e-07
2003 03 03  0342   52701  13320     5.29e-09    4.50e-07
2003 03 03  0343   52701  13380     5.29e-09    4.50e-07
2003 03 03  0344   52701  13440     5.34e-09    4.58e-07
2003 03 03  0345   52701  13500     5.56e-09    4.64e-07
2003 03 03  0346   52701  13560     7.22e-09    4.74e-07
2003 03 03  0347   52701  13620     6.02e-09    4.65e-07
2003 03 03  0348   52701  13680     5.31e-09    4.57e-07
2003 03 03  0349   52701  13740     6.37e-09    4.70e-07
2003 03 03  0350   52701  13800     8.79e-09    4.96e-07
2003 03 03  0351   52701  13860     7.19e-09    4.86e-07
2003 03 03  0352   52701  13920     6.89e-09    4.68e-07
2003 03 03  0353   52701  13980     5.42e-09    4.58e-07
2003 03 03  0354   52701  14040     5.35e-09    4.47e-07
2003 03 03  0355   52701  14100     5.31e-09    4.36e-07
2003 03 03  0356   52701  14160     6.13e-09    4.41e-07
2003 03 03  0357   52701  14220     7.19e-09    4.50e-07
2003 03 03  0358   52701  14280     7.19e-09    4.53e-07
2003 03 03  0359   52701  14340     7.19e-09    4.50e-07
2003 03 03  0400   52701  14400     6.01e-09    4.42e-07
2003 03 03  0401   52701  14460     5.35e-09    4.33e-07
2003 03 03  0402   52701  14520     5.29e-09    4.26e-07
2003 03 03  0403   52701  14580     5.30e-09    4.21e-07
2003 03 03  0404   52701  14640     5.30e-09    4.21e-07
2003 03 03  0405   52701  14700     5.30e-09    4.18e-07
2003 03 03  0406   52701  14760     5.29e-09    4.19e-07
2003 03 03  0407   52701  14820     5.29e-09    4.12e-07
2003 03 03  0408   52701  14880     5.27e-09    4.04e-07
2003 03 03  0409   52701  14940     4.41e-09    3.96e-07
2003 03 03  0410   52701  15000     3.84e-09    3.93e-07
2003 03 03  0411   52701  15060     3.62e-09    3.90e-07
2003 03 03  0412   52701  15120     3.65e-09    3.86e-07
2003 03 03  0413   52701  15180     3.41e-09    3.84e-07
2003 03 03  0414   52701  15240     3.39e-09    3.79e-07
2003 03 03  0415   52701  15300     3.46e-09    3.79e-07
2003 03 03  0416   52701  15360     3.95e-09    3.85e-07
2003 03 03  0417   52701  15420     3.44e-09    3.85e-07
2003 03 03  0418   52701  15480     3.42e-09    3.81e-07
2003 03 03  0419   52701  15540     3.45e-09    3.79e-07
2003 03 03  0420   52701  15600     3.94e-09    3.82e-07
2003 03 03  0421   52701  15660     5.22e-09    3.87e-07
2003 03 03  0422   52701  15720     5.30e-09    3.92e-07
2003 03 03  0423   52701  15780     5.29e-09    3.94e-07
2003 03 03  0424   52701  15840     5.29e-09    3.97e-07
2003 03 03  0425   52701  15900     5.29e-09    3.98e-07
2003 03 03  0426   52701  15960     5.29e-09    3.98e-07
2003 03 03  0427   52701  16020     5.29e-09    3.93e-07
2003 03 03  0428   52701  16080     5.27e-09    3.93e-07
2003 03 03  0429   52701  16140     5.11e-09    3.93e-07
2003 03 03  0430   52701  16200     4.14e-09    3.90e-07
2003 03 03  0431   52701  16260     3.55e-09    3.87e-07
2003 03 03  0432   52701  16320     3.48e-09    3.86e-07
2003 03 03  0433   52701  16380     4.28e-09    3.88e-07
2003 03 03  0434   52701  16440     5.25e-09    3.97e-07
2003 03 03  0435   52701  16500     5.29e-09    4.00e-07
2003 03 03  0436   52701  16560     5.29e-09    4.06e-07
2003 03 03  0437   52701  16620     5.29e-09    4.07e-07
2003 03 03  0438   52701  16680     5.29e-09    4.07e-07
2003 03 03  0439   52701  16740     5.29e-09    4.03e-07
2003 03 03  0440   52701  16800     5.09e-09    3.99e-07
2003 03 03  0441   52701  16860     3.84e-09    3.93e-07
2003 03 03  0442   52701  16920     4.00e-09    3.92e-07
2003 03 03  0443   52701  16980     3.60e-09    3.86e-07
2003 03 03  0444   52701  17040     3.42e-09    3.86e-07
2003 03 03  0445   52701  17100     3.42e-09    3.81e-07
2003 03 03  0446   52701  17160     3.42e-09    3.78e-07
2003 03 03  0447   52701  17220     3.40e-09    3.76e-07
2003 03 03  0448   52701  17280     3.39e-09    3.72e-07
2003 03 03  0449   52701  17340     3.39e-09    3.71e-07
2003 03 03  0450   52701  17400     3.42e-09    3.71e-07
2003 03 03  0451   52701  17460     3.39e-09    3.71e-07
2003 03 03  0452   52701  17520     3.42e-09    3.71e-07
2003 03 03  0453   52701  17580     3.40e-09    3.71e-07
2003 03 03  0454   52701  17640     4.17e-09    3.76e-07
2003 03 03  0455   52701  17700     4.93e-09    3.78e-07
2003 03 03  0456   52701  17760     5.06e-09    3.79e-07
2003 03 03  0457   52701  17820     4.83e-09    3.80e-07
2003 03 03  0458   52701  17880     3.95e-09    3.78e-07
2003 03 03  0459   52701  17940     3.50e-09    3.78e-07
2003 03 03  0500   52701  18000     3.47e-09    3.78e-07
2003 03 03  0501   52701  18060     3.74e-09    3.78e-07
2003 03 03  0502   52701  18120     5.14e-09    3.85e-07
2003 03 03  0503   52701  18180     5.16e-09    3.86e-07
2003 03 03  0504   52701  18240     5.25e-09    3.86e-07
2003 03 03  0505   52701  18300     5.16e-09    3.88e-07
2003 03 03  0506   52701  18360     4.47e-09    3.86e-07
2003 03 03  0507   52701  18420     3.50e-09    3.83e-07
2003 03 03  0508   52701  18480     3.45e-09    3.78e-07
2003 03 03  0509   52701  18540     3.42e-09    3.76e-07
2003 03 03  0510   52701  18600     3.39e-09    3.71e-07
2003 03 03  0511   52701  18660     3.40e-09    3.71e-07
2003 03 03  0512   52701  18720     3.39e-09    3.71e-07
2003 03 03  0513   52701  18780     3.45e-09    3.71e-07
2003 03 03  0514   52701  18840     3.48e-09    3.71e-07
2003 03 03  0515   52701  18900     3.44e-09    3.71e-07
2003 03 03  0516   52701  18960     3.39e-09    3.71e-07
2003 03 03  0517   52701  19020     3.42e-09    3.71e-07
2003 03 03  0518   52701  19080     3.44e-09    3.74e-07
2003 03 03  0519   52701  19140     4.51e-09    3.82e-07
2003 03 03  0520   52701  19200     5.33e-09    3.99e-07
2003 03 03  0521   52701  19260     5.77e-09    4.16e-07
2003 03 03  0522   52701  19320     8.45e-09    4.65e-07
2003 03 03  0523   52701  19380     1.03e-08    4.98e-07
2003 03 03  0524   52701  19440     7.57e-09    4.65e-07
2003 03 03  0525   52701  19500     7.20e-09    4.63e-07
2003 03 03  0526   52701  19560     9.08e-09    4.92e-07
2003 03 03  0527   52701  19620     1.04e-08    5.14e-07
2003 03 03  0528   52701  19680     9.21e-09    5.02e-07
2003 03 03  0529   52701  19740     7.23e-09    4.70e-07
2003 03 03  0530   52701  19800     5.91e-09    4.44e-07
2003 03 03  0531   52701  19860     5.28e-09    4.32e-07
2003 03 03  0532   52701  19920     5.28e-09    4.27e-07
2003 03 03  0533   52701  19980     5.29e-09    4.21e-07
2003 03 03  0534   52701  20040     5.29e-09    4.15e-07
2003 03 03  0535   52701  20100     5.28e-09    4.14e-07
2003 03 03  0536   52701  20160     5.29e-09    4.14e-07
2003 03 03  0537   52701  20220     5.29e-09    4.09e-07
2003 03 03  0538   52701  20280     5.66e-09    4.14e-07
2003 03 03  0539   52701  20340     7.19e-09    4.39e-07
2003 03 03  0540   52701  20400     6.49e-09    4.36e-07
2003 03 03  0541   52701  20460     5.32e-09    4.32e-07
2003 03 03  0542   52701  20520     5.29e-09    4.24e-07
2003 03 03  0543   52701  20580     5.32e-09    4.21e-07
2003 03 03  0544   52701  20640     5.29e-09    4.20e-07
2003 03 03  0545   52701  20700     5.29e-09    4.15e-07
2003 03 03  0546   52701  20760     5.29e-09    4.14e-07
2003 03 03  0547   52701  20820     5.29e-09    4.08e-07
2003 03 03  0548   52701  20880     5.29e-09    4.07e-07
2003 03 03  0549   52701  20940     5.28e-09    4.07e-07
2003 03 03  0550   52701  21000     5.28e-09    4.04e-07
2003 03 03  0551   52701  21060     5.25e-09    4.00e-07
2003 03 03  0552   52701  21120     4.56e-09    3.99e-07
2003 03 03  0553   52701  21180     4.49e-09    3.94e-07
2003 03 03  0554   52701  21240     5.12e-09    3.98e-07
2003 03 03  0555   52701  21300     5.29e-09    4.11e-07
2003 03 03  0556   52701  21360     5.40e-09    4.20e-07
2003 03 03  0557   52701  21420     5.28e-09    4.09e-07
2003 03 03  0558   52701  21480     5.20e-09    4.00e-07
2003 03 03  0559   52701  21540     4.65e-09    3.93e-07
2003 03 03  0600   52701  21600     5.11e-09    3.96e-07
2003 03 03  0601   52701  21660     5.29e-09    4.03e-07
2003 03 03  0602   52701  21720     5.32e-09    4.12e-07
2003 03 03  0603   52701  21780     5.55e-09    4.24e-07
2003 03 03  0604   52701  21840     5.30e-09    4.19e-07
2003 03 03  0605   52701  21900     5.28e-09    4.10e-07
2003 03 03  0606   52701  21960     5.28e-09    4.05e-07
2003 03 03  0607   52701  22020     4.98e-09    4.00e-07
2003 03 03  0608   52701  22080     4.51e-09    3.98e-07
2003 03 03  0609   52701  22140     3.81e-09    3.93e-07
2003 03 03  0610   52701  22200     3.47e-09    3.93e-07
2003 03 03  0611   52701  22260     3.91e-09    3.94e-07
2003 03 03  0612   52701  22320     5.09e-09    4.00e-07
2003 03 03  0613   52701  22380     5.22e-09    4.00e-07
2003 03 03  0614   52701  22440     5.23e-09    4.00e-07
2003 03 03  0615   52701  22500     5.28e-09    4.04e-07
2003 03 03  0616   52701  22560     5.33e-09    4.13e-07
2003 03 03  0617   52701  22620     5.35e-09    4.21e-07
2003 03 03  0618   52701  22680     5.28e-09    4.18e-07
2003 03 03  0619   52701  22740     5.30e-09    4.12e-07
2003 03 03  0620   52701  22800     5.28e-09    4.07e-07
2003 03 03  0621   52701  22860     5.19e-09    4.02e-07
2003 03 03  0622   52701  22920     4.98e-09    4.00e-07
2003 03 03  0623   52701  22980     5.01e-09    4.00e-07
2003 03 03  0624   52701  23040     5.25e-09    4.00e-07
2003 03 03  0625   52701  23100     5.29e-09    4.03e-07
2003 03 03  0626   52701  23160     5.29e-09    4.07e-07
2003 03 03  0627   52701  23220     5.29e-09    4.07e-07
2003 03 03  0628   52701  23280     5.28e-09    4.08e-07
2003 03 03  0629   52701  23340     5.28e-09    4.18e-07
2003 03 03  0630   52701  23400     5.28e-09    4.21e-07
2003 03 03  0631   52701  23460     5.28e-09    4.21e-07
2003 03 03  0632   52701  23520     5.37e-09    4.20e-07
2003 03 03  0633   52701  23580     5.28e-09    4.15e-07
2003 03 03  0634   52701  23640     5.28e-09    4.13e-07
2003 03 03  0635   52701  23700     5.28e-09    4.10e-07
2003 03 03  0636   52701  23760     5.28e-09    4.07e-07
2003 03 03  0637   52701  23820     5.28e-09    4.07e-07
2003 03 03  0638   52701  23880     5.28e-09    4.07e-07
2003 03 03  0639   52701  23940     5.27e-09    4.06e-07
2003 03 03  0640   52701  24000     5.16e-09    4.00e-07
2003 03 03  0641   52701  24060     4.72e-09    4.00e-07
2003 03 03  0642   52701  24120     4.10e-09    3.95e-07
2003 03 03  0643   52701  24180     3.99e-09    3.93e-07
2003 03 03  0644   52701  24240     3.47e-09    3.93e-07
2003 03 03  0645   52701  24300     3.42e-09    3.92e-07
2003 03 03  0646   52701  24360     3.43e-09    3.87e-07
2003 03 03  0647   52701  24420     3.47e-09    3.87e-07
2003 03 03  0648   52701  24480     3.53e-09    3.87e-07
2003 03 03  0649   52701  24540     3.40e-09    3.86e-07
2003 03 03  0650   52701  24600     3.45e-09    3.86e-07
2003 03 03  0651   52701  24660     3.42e-09    3.86e-07
2003 03 03  0652   52701  24720     3.39e-09    3.86e-07
2003 03 03  0653   52701  24780     3.40e-09    3.86e-07
2003 03 03  0654   52701  24840     3.39e-09    3.85e-07
2003 03 03  0655   52701  24900     3.39e-09    3.82e-07
2003 03 03  0656   52701  24960     3.42e-09    3.79e-07
2003 03 03  0657   52701  25020     3.43e-09    3.80e-07
2003 03 03  0658   52701  25080     3.40e-09    3.84e-07
2003 03 03  0659   52701  25140     3.43e-09    3.80e-07
2003 03 03  0700   52701  25200     3.38e-09    3.79e-07
2003 03 03  0701   52701  25260     3.39e-09    3.79e-07
2003 03 03  0702   52701  25320     3.43e-09    3.84e-07
2003 03 03  0703   52701  25380     3.42e-09    3.85e-07
2003 03 03  0704   52701  25440     3.45e-09    3.86e-07
2003 03 03  0705   52701  25500     3.68e-09    3.88e-07
2003 03 03  0706   52701  25560     3.97e-09    3.91e-07
2003 03 03  0707   52701  25620     3.82e-09    3.91e-07
2003 03 03  0708   52701  25680     3.71e-09    3.92e-07
2003 03 03  0709   52701  25740     4.07e-09    3.93e-07
2003 03 03  0710   52701  25800     4.34e-09    3.94e-07
2003 03 03  0711   52701  25860     3.99e-09    3.93e-07
2003 03 03  0712   52701  25920     3.81e-09    3.93e-07
2003 03 03  0713   52701  25980     3.53e-09    3.93e-07
2003 03 03  0714   52701  26040     3.48e-09    3.92e-07
2003 03 03  0715   52701  26100     3.73e-09    3.93e-07
2003 03 03  0716   52701  26160     4.70e-09    3.95e-07
2003 03 03  0717   52701  26220     4.93e-09    4.00e-07
2003 03 03  0718   52701  26280     4.24e-09    3.98e-07
2003 03 03  0719   52701  26340     3.79e-09    3.93e-07
2003 03 03  0720   52701  26400     3.86e-09    3.93e-07
2003 03 03  0721   52701  26460     3.53e-09    3.93e-07
2003 03 03  0722   52701  26520     3.55e-09    3.93e-07
2003 03 03  0723   52701  26580     3.38e-09    3.92e-07
2003 03 03  0724   52701  26640     3.42e-09    3.86e-07
2003 03 03  0725   52701  26700     3.42e-09    3.85e-07
