:Data_list: 20100413_G12mag_1m.txt
:Created: 2010 Apr 14 0010 UTC
# Prepared by the U.S. Dept. of Commerce, NOAA, Space Weather Prediction Center
# Please send comments and suggestions to SWPC.Webmaster@noaa.gov 
# 
# Label: Hp component = perpendicular to the satellite orbital plane or
#           parallel to the Earth's spin axis
# Label: He component = perpendicular to Hp and directed earthwards
# Label: Hn component = perpendicular to both Hp and He, directed eastwards
# Label: Total Field  = 
# Units: nanotesla (nT)
# Source: GOES-12
# Location: W074
# Missing data: -1.00e+05
#
#         1-minute GOES-12 Geomagnetic Components and Total Field
#
#                 Modified Seconds
# UTC Date  Time   Julian  of the
# YR MO DA  HHMM    Day     Day        Hp          He          Hn    Total Field
#-------------------------------------------------------------------------------
2010 04 13  0044   55299   2640     9.23e+01    4.89e+01   -1.70e+00    1.04e+02
2010 04 13  0045   55299   2700     9.22e+01    4.88e+01   -1.78e+00    1.04e+02
2010 04 13  0046   55299   2760     9.22e+01    4.88e+01   -1.70e+00    1.04e+02
2010 04 13  0047   55299   2820     9.23e+01    4.87e+01   -1.76e+00    1.04e+02
2010 04 13  0048   55299   2880     9.22e+01    4.87e+01   -1.74e+00    1.04e+02
2010 04 13  0049   55299   2940     9.21e+01    4.88e+01   -1.59e+00    1.04e+02
2010 04 13  0050   55299   3000     9.20e+01    4.87e+01   -1.55e+00    1.04e+02
2010 04 13  0051   55299   3060     9.19e+01    4.87e+01   -1.50e+00    1.04e+02
2010 04 13  0052   55299   3120     9.19e+01    4.88e+01   -1.61e+00    1.04e+02
2010 04 13  0053   55299   3180     9.19e+01    4.88e+01   -1.59e+00    1.04e+02
2010 04 13  0054   55299   3240     9.19e+01    4.88e+01   -1.56e+00    1.04e+02
2010 04 13  0055   55299   3300     9.19e+01    4.89e+01   -1.54e+00    1.04e+02
2010 04 13  0056   55299   3360     9.18e+01    4.89e+01   -1.56e+00    1.04e+02
2010 04 13  0057   55299   3420     9.18e+01    4.89e+01   -1.59e+00    1.04e+02
2010 04 13  0058   55299   3480     9.18e+01    4.90e+01   -1.54e+00    1.04e+02
2010 04 13  0059   55299   3540     9.18e+01    4.89e+01   -1.45e+00    1.04e+02
2010 04 13  0100   55299   3600     9.16e+01    4.88e+01   -1.41e+00    1.04e+02
2010 04 13  0101   55299   3660     9.12e+01    4.89e+01   -1.22e+00    1.03e+02
2010 04 13  0102   55299   3720     9.13e+01    4.89e+01   -1.28e+00    1.04e+02
2010 04 13  0103   55299   3780     9.13e+01    4.89e+01   -1.24e+00    1.04e+02
2010 04 13  0104   55299   3840     9.12e+01    4.90e+01   -1.23e+00    1.04e+02
2010 04 13  0105   55299   3900     9.12e+01    4.91e+01   -1.19e+00    1.04e+02
2010 04 13  0106   55299   3960     9.13e+01    4.90e+01   -1.21e+00    1.04e+02
2010 04 13  0107   55299   4020     9.13e+01    4.92e+01   -1.23e+00    1.04e+02
2010 04 13  0108   55299   4080     9.13e+01    4.92e+01   -1.28e+00    1.04e+02
2010 04 13  0109   55299   4140     9.13e+01    4.93e+01   -1.28e+00    1.04e+02
2010 04 13  0110   55299   4200     9.12e+01    4.93e+01   -1.30e+00    1.04e+02
2010 04 13  0111   55299   4260     9.12e+01    4.94e+01   -1.28e+00    1.04e+02
2010 04 13  0112   55299   4320     9.12e+01    4.94e+01   -1.30e+00    1.04e+02
2010 04 13  0113   55299   4380     9.12e+01    4.95e+01   -1.27e+00    1.04e+02
2010 04 13  0114   55299   4440     9.12e+01    4.95e+01   -1.26e+00    1.04e+02
2010 04 13  0115   55299   4500     9.11e+01    4.94e+01   -1.34e+00    1.04e+02
2010 04 13  0116   55299   4560     9.11e+01    4.93e+01   -1.31e+00    1.04e+02
2010 04 13  0117   55299   4620     9.12e+01    4.94e+01   -1.31e+00    1.04e+02
2010 04 13  0118   55299   4680     9.11e+01    4.94e+01   -1.32e+00    1.04e+02
2010 04 13  0119   55299   4740     9.10e+01    4.94e+01   -1.30e+00    1.04e+02
2010 04 13  0120   55299   4800     9.09e+01    4.94e+01   -1.26e+00    1.03e+02
2010 04 13  0121   55299   4860     9.09e+01    4.94e+01   -1.27e+00    1.03e+02
2010 04 13  0122   55299   4920     9.09e+01    4.93e+01   -1.34e+00    1.03e+02
2010 04 13  0123   55299   4980     9.09e+01    4.95e+01   -1.32e+00    1.04e+02
2010 04 13  0124   55299   5040     9.08e+01    4.95e+01   -1.37e+00    1.03e+02
2010 04 13  0125   55299   5100     9.08e+01    4.94e+01   -1.41e+00    1.03e+02
2010 04 13  0126   55299   5160     9.08e+01    4.94e+01   -1.43e+00    1.03e+02
2010 04 13  0127   55299   5220     9.07e+01    4.94e+01   -1.47e+00    1.03e+02
2010 04 13  0128   55299   5280     9.06e+01    4.93e+01   -1.38e+00    1.03e+02
2010 04 13  0129   55299   5340     9.05e+01    4.94e+01   -1.40e+00    1.03e+02
2010 04 13  0130   55299   5400     9.05e+01    4.94e+01   -1.42e+00    1.03e+02
2010 04 13  0131   55299   5460     9.05e+01    4.94e+01   -1.39e+00    1.03e+02
2010 04 13  0132   55299   5520     9.05e+01    4.94e+01   -1.35e+00    1.03e+02
2010 04 13  0133   55299   5580     9.05e+01    4.94e+01   -1.32e+00    1.03e+02
2010 04 13  0134   55299   5640     9.04e+01    4.94e+01   -1.34e+00    1.03e+02
2010 04 13  0135   55299   5700     9.05e+01    4.95e+01   -1.49e+00    1.03e+02
2010 04 13  0136   55299   5760     9.06e+01    4.95e+01   -1.53e+00    1.03e+02
2010 04 13  0137   55299   5820     9.06e+01    4.94e+01   -1.56e+00    1.03e+02
2010 04 13  0138   55299   5880     9.05e+01    4.95e+01   -1.55e+00    1.03e+02
2010 04 13  0139   55299   5940     9.05e+01    4.94e+01   -1.65e+00    1.03e+02
2010 04 13  0140   55299   6000     9.04e+01    4.94e+01   -1.64e+00    1.03e+02
2010 04 13  0141   55299   6060     9.04e+01    4.94e+01   -1.61e+00    1.03e+02
2010 04 13  0142   55299   6120     9.04e+01    4.93e+01   -1.61e+00    1.03e+02
2010 04 13  0143   55299   6180     9.03e+01    4.93e+01   -1.65e+00    1.03e+02
2010 04 13  0144   55299   6240     9.03e+01    4.94e+01   -1.62e+00    1.03e+02
2010 04 13  0145   55299   6300     9.02e+01    4.92e+01   -1.67e+00    1.03e+02
2010 04 13  0146   55299   6360     9.01e+01    4.92e+01   -1.67e+00    1.03e+02
2010 04 13  0147   55299   6420     9.00e+01    4.93e+01   -1.64e+00    1.03e+02
2010 04 13  0148   55299   6480     8.99e+01    4.91e+01   -1.65e+00    1.02e+02
2010 04 13  0149   55299   6540     8.99e+01    4.92e+01   -1.64e+00    1.02e+02
2010 04 13  0150   55299   6600     8.98e+01    4.92e+01   -1.67e+00    1.02e+02
2010 04 13  0151   55299   6660     8.97e+01    4.91e+01   -1.67e+00    1.02e+02
2010 04 13  0152   55299   6720     8.98e+01    4.92e+01   -1.74e+00    1.02e+02
2010 04 13  0153   55299   6780     8.97e+01    4.92e+01   -1.73e+00    1.02e+02
2010 04 13  0154   55299   6840     8.96e+01    4.92e+01   -1.73e+00    1.02e+02
2010 04 13  0155   55299   6900     8.95e+01    4.91e+01   -1.76e+00    1.02e+02
2010 04 13  0156   55299   6960     8.95e+01    4.92e+01   -1.76e+00    1.02e+02
2010 04 13  0157   55299   7020     8.95e+01    4.92e+01   -1.79e+00    1.02e+02
2010 04 13  0158   55299   7080     8.94e+01    4.92e+01   -1.86e+00    1.02e+02
2010 04 13  0159   55299   7140     8.95e+01    4.92e+01   -2.11e+00    1.02e+02
2010 04 13  0200   55299   7200     8.92e+01    4.93e+01   -2.05e+00    1.02e+02
2010 04 13  0201   55299   7260     8.91e+01    4.93e+01   -2.08e+00    1.02e+02
2010 04 13  0202   55299   7320     8.89e+01    4.93e+01   -2.08e+00    1.02e+02
2010 04 13  0203   55299   7380     8.88e+01    4.93e+01   -2.12e+00    1.02e+02
2010 04 13  0204   55299   7440     8.87e+01    4.94e+01   -2.13e+00    1.02e+02
2010 04 13  0205   55299   7500     8.87e+01    4.94e+01   -2.13e+00    1.02e+02
2010 04 13  0206   55299   7560     8.87e+01    4.94e+01   -2.20e+00    1.02e+02
2010 04 13  0207   55299   7620     8.87e+01    4.95e+01   -2.20e+00    1.02e+02
2010 04 13  0208   55299   7680     8.85e+01    4.95e+01   -2.23e+00    1.01e+02
2010 04 13  0209   55299   7740     8.85e+01    4.95e+01   -2.35e+00    1.01e+02
2010 04 13  0210   55299   7800     8.85e+01    4.95e+01   -2.39e+00    1.01e+02
2010 04 13  0211   55299   7860     8.84e+01    4.96e+01   -2.29e+00    1.01e+02
2010 04 13  0212   55299   7920     8.82e+01    4.96e+01   -2.26e+00    1.01e+02
2010 04 13  0213   55299   7980     8.81e+01    4.96e+01   -2.28e+00    1.01e+02
2010 04 13  0214   55299   8040     8.81e+01    4.97e+01   -2.25e+00    1.01e+02
2010 04 13  0215   55299   8100     8.81e+01    4.98e+01   -2.27e+00    1.01e+02
2010 04 13  0216   55299   8160     8.81e+01    4.99e+01   -2.28e+00    1.01e+02
2010 04 13  0217   55299   8220     8.81e+01    4.99e+01   -2.32e+00    1.01e+02
2010 04 13  0218   55299   8280     8.80e+01    5.00e+01   -2.25e+00    1.01e+02
2010 04 13  0219   55299   8340     8.78e+01    5.01e+01   -2.30e+00    1.01e+02
2010 04 13  0220   55299   8400     8.77e+01    5.01e+01   -2.29e+00    1.01e+02
2010 04 13  0221   55299   8460     8.75e+01    5.00e+01   -2.29e+00    1.01e+02
2010 04 13  0222   55299   8520     8.75e+01    5.01e+01   -2.25e+00    1.01e+02
2010 04 13  0223   55299   8580     8.74e+01    5.02e+01   -2.23e+00    1.01e+02
2010 04 13  0224   55299   8640     8.73e+01    5.02e+01   -2.23e+00    1.01e+02
2010 04 13  0225   55299   8700     8.72e+01    5.01e+01   -2.28e+00    1.01e+02
2010 04 13  0226   55299   8760     8.71e+01    5.01e+01   -2.28e+00    1.01e+02
2010 04 13  0227   55299   8820     8.70e+01    5.01e+01   -2.31e+00    1.00e+02
2010 04 13  0228   55299   8880     8.69e+01    5.01e+01   -2.22e+00    1.00e+02
2010 04 13  0229   55299   8940     8.69e+01    5.01e+01   -2.27e+00    1.00e+02
2010 04 13  0230   55299   9000     8.69e+01    5.01e+01   -2.35e+00    1.00e+02
2010 04 13  0231   55299   9060     8.68e+01    5.01e+01   -2.32e+00    1.00e+02
2010 04 13  0232   55299   9120     8.68e+01    5.01e+01   -2.42e+00    1.00e+02
2010 04 13  0233   55299   9180     8.67e+01    5.01e+01   -2.44e+00    1.00e+02
2010 04 13  0234   55299   9240     8.66e+01    5.01e+01   -2.47e+00    1.00e+02
2010 04 13  0235   55299   9300     8.66e+01    5.00e+01   -2.57e+00    1.00e+02
2010 04 13  0236   55299   9360     8.65e+01    4.99e+01   -2.56e+00    9.99e+01
2010 04 13  0237   55299   9420     8.64e+01    4.99e+01   -2.55e+00    9.98e+01
2010 04 13  0238   55299   9480     8.63e+01    4.98e+01   -2.51e+00    9.96e+01
2010 04 13  0239   55299   9540     8.62e+01    4.98e+01   -2.48e+00    9.96e+01
2010 04 13  0240   55299   9600     8.63e+01    4.98e+01   -2.55e+00    9.97e+01
2010 04 13  0241   55299   9660     8.62e+01    4.99e+01   -2.46e+00    9.96e+01
2010 04 13  0242   55299   9720     8.63e+01    4.99e+01   -2.52e+00    9.97e+01
2010 04 13  0243   55299   9780     8.63e+01    4.99e+01   -2.49e+00    9.97e+01
2010 04 13  0244   55299   9840     8.61e+01    5.02e+01   -2.28e+00    9.97e+01
2010 04 13  0245   55299   9900     8.60e+01    5.01e+01   -2.32e+00    9.96e+01
2010 04 13  0246   55299   9960     8.61e+01    5.02e+01   -2.48e+00    9.97e+01
2010 04 13  0247   55299  10020     8.62e+01    5.02e+01   -2.56e+00    9.97e+01
2010 04 13  0248   55299  10080     8.61e+01    5.02e+01   -2.59e+00    9.97e+01
2010 04 13  0249   55299  10140     8.61e+01    5.03e+01   -2.62e+00    9.97e+01
2010 04 13  0250   55299  10200     8.60e+01    5.03e+01   -2.68e+00    9.97e+01
2010 04 13  0251   55299  10260     8.60e+01    5.05e+01   -2.74e+00    9.98e+01
2010 04 13  0252   55299  10320     8.59e+01    5.05e+01   -2.62e+00    9.97e+01
2010 04 13  0253   55299  10380     8.59e+01    5.06e+01   -2.62e+00    9.97e+01
2010 04 13  0254   55299  10440     8.58e+01    5.07e+01   -2.61e+00    9.97e+01
2010 04 13  0255   55299  10500     8.58e+01    5.06e+01   -2.61e+00    9.96e+01
2010 04 13  0256   55299  10560     8.57e+01    5.06e+01   -2.63e+00    9.95e+01
2010 04 13  0257   55299  10620     8.56e+01    5.07e+01   -2.66e+00    9.95e+01
2010 04 13  0258   55299  10680     8.55e+01    5.06e+01   -2.70e+00    9.94e+01
2010 04 13  0259   55299  10740     8.53e+01    5.06e+01   -2.68e+00    9.92e+01
2010 04 13  0300   55299  10800     8.51e+01    5.05e+01   -2.61e+00    9.90e+01
2010 04 13  0301   55299  10860     8.50e+01    5.05e+01   -2.64e+00    9.89e+01
2010 04 13  0302   55299  10920     8.48e+01    5.05e+01   -2.60e+00    9.88e+01
2010 04 13  0303   55299  10980     8.47e+01    5.05e+01   -2.42e+00    9.86e+01
2010 04 13  0304   55299  11040     8.46e+01    5.05e+01   -2.30e+00    9.86e+01
2010 04 13  0305   55299  11100     8.45e+01    5.05e+01   -2.25e+00    9.85e+01
2010 04 13  0306   55299  11160     8.43e+01    5.05e+01   -2.21e+00    9.83e+01
2010 04 13  0307   55299  11220     8.43e+01    5.04e+01   -2.19e+00    9.82e+01
2010 04 13  0308   55299  11280     8.41e+01    5.04e+01   -2.08e+00    9.81e+01
2010 04 13  0309   55299  11340     8.40e+01    5.05e+01   -2.03e+00    9.80e+01
2010 04 13  0310   55299  11400     8.39e+01    5.06e+01   -2.12e+00    9.80e+01
2010 04 13  0311   55299  11460     8.37e+01    5.06e+01   -2.06e+00    9.78e+01
2010 04 13  0312   55299  11520     8.37e+01    5.06e+01   -2.20e+00    9.78e+01
2010 04 13  0313   55299  11580     8.35e+01    5.06e+01   -2.21e+00    9.77e+01
2010 04 13  0314   55299  11640     8.34e+01    5.06e+01   -2.17e+00    9.76e+01
2010 04 13  0315   55299  11700     8.32e+01    5.06e+01   -2.23e+00    9.74e+01
2010 04 13  0316   55299  11760     8.33e+01    5.05e+01   -2.28e+00    9.74e+01
2010 04 13  0317   55299  11820     8.33e+01    5.04e+01   -2.29e+00    9.74e+01
2010 04 13  0318   55299  11880     8.33e+01    5.05e+01   -2.31e+00    9.74e+01
2010 04 13  0319   55299  11940     8.32e+01    5.04e+01   -2.30e+00    9.74e+01
2010 04 13  0320   55299  12000     8.32e+01    5.06e+01   -2.26e+00    9.74e+01
2010 04 13  0321   55299  12060     8.32e+01    5.07e+01   -2.21e+00    9.75e+01
2010 04 13  0322   55299  12120     8.31e+01    5.08e+01   -2.17e+00    9.75e+01
2010 04 13  0323   55299  12180     8.33e+01    5.09e+01   -2.35e+00    9.77e+01
2010 04 13  0324   55299  12240     8.32e+01    5.09e+01   -2.23e+00    9.76e+01
2010 04 13  0325   55299  12300     8.32e+01    5.10e+01   -2.16e+00    9.76e+01
2010 04 13  0326   55299  12360     8.32e+01    5.12e+01   -2.16e+00    9.77e+01
2010 04 13  0327   55299  12420     8.32e+01    5.12e+01   -2.18e+00    9.77e+01
2010 04 13  0328   55299  12480     8.32e+01    5.13e+01   -2.11e+00    9.78e+01
2010 04 13  0329   55299  12540     8.33e+01    5.14e+01   -2.12e+00    9.79e+01
2010 04 13  0330   55299  12600     8.34e+01    5.16e+01   -2.07e+00    9.81e+01
2010 04 13  0331   55299  12660     8.35e+01    5.17e+01   -2.08e+00    9.82e+01
2010 04 13  0332   55299  12720     8.36e+01    5.19e+01   -2.19e+00    9.84e+01
2010 04 13  0333   55299  12780     8.36e+01    5.20e+01   -2.13e+00    9.85e+01
2010 04 13  0334   55299  12840     8.36e+01    5.22e+01   -2.16e+00    9.86e+01
2010 04 13  0335   55299  12900     8.35e+01    5.23e+01   -2.21e+00    9.86e+01
2010 04 13  0336   55299  12960     8.35e+01    5.24e+01   -2.25e+00    9.86e+01
2010 04 13  0337   55299  13020     8.34e+01    5.25e+01   -2.25e+00    9.86e+01
2010 04 13  0338   55299  13080     8.34e+01    5.26e+01   -2.25e+00    9.86e+01
2010 04 13  0339   55299  13140     8.35e+01    5.26e+01   -2.24e+00    9.87e+01
2010 04 13  0340   55299  13200     8.36e+01    5.26e+01   -2.25e+00    9.88e+01
2010 04 13  0341   55299  13260     8.36e+01    5.26e+01   -2.20e+00    9.88e+01
2010 04 13  0342   55299  13320     8.36e+01    5.26e+01   -2.19e+00    9.88e+01
2010 04 13  0343   55299  13380     8.36e+01    5.26e+01   -2.13e+00    9.88e+01
2010 04 13  0344   55299  13440     8.35e+01    5.25e+01   -2.03e+00    9.87e+01
2010 04 13  0345   55299  13500     8.35e+01    5.26e+01   -1.98e+00    9.87e+01
2010 04 13  0346   55299  13560     8.35e+01    5.26e+01   -1.90e+00    9.87e+01
2010 04 13  0347   55299  13620     8.35e+01    5.26e+01   -1.87e+00    9.87e+01
2010 04 13  0348   55299  13680     8.38e+01    5.26e+01   -2.08e+00    9.89e+01
2010 04 13  0349   55299  13740     8.38e+01    5.25e+01   -2.05e+00    9.89e+01
2010 04 13  0350   55299  13800     8.37e+01    5.25e+01   -2.01e+00    9.88e+01
2010 04 13  0351   55299  13860     8.36e+01    5.25e+01   -1.94e+00    9.88e+01
2010 04 13  0352   55299  13920     8.36e+01    5.25e+01   -1.88e+00    9.88e+01
2010 04 13  0353   55299  13980     8.36e+01    5.26e+01   -1.82e+00    9.87e+01
2010 04 13  0354   55299  14040     8.35e+01    5.26e+01   -1.75e+00    9.87e+01
2010 04 13  0355   55299  14100     8.34e+01    5.26e+01   -1.63e+00    9.86e+01
2010 04 13  0356   55299  14160     8.36e+01    5.26e+01   -1.65e+00    9.88e+01
2010 04 13  0357   55299  14220     8.37e+01    5.27e+01   -1.75e+00    9.90e+01
2010 04 13  0358   55299  14280     8.37e+01    5.27e+01   -1.72e+00    9.89e+01
2010 04 13  0359   55299  14340     8.38e+01    5.28e+01   -1.77e+00    9.90e+01
2010 04 13  0400   55299  14400     8.38e+01    5.27e+01   -1.74e+00    9.90e+01
2010 04 13  0401   55299  14460     8.38e+01    5.26e+01   -1.74e+00    9.90e+01
2010 04 13  0402   55299  14520     8.39e+01    5.25e+01   -1.90e+00    9.90e+01
2010 04 13  0403   55299  14580     8.39e+01    5.25e+01   -1.96e+00    9.90e+01
2010 04 13  0404   55299  14640     8.39e+01    5.24e+01   -1.94e+00    9.89e+01
2010 04 13  0405   55299  14700     8.39e+01    5.25e+01   -1.92e+00    9.90e+01
2010 04 13  0406   55299  14760     8.38e+01    5.26e+01   -1.93e+00    9.90e+01
2010 04 13  0407   55299  14820     8.38e+01    5.27e+01   -1.85e+00    9.90e+01
2010 04 13  0408   55299  14880     8.38e+01    5.27e+01   -1.83e+00    9.90e+01
2010 04 13  0409   55299  14940     8.38e+01    5.28e+01   -1.90e+00    9.91e+01
2010 04 13  0410   55299  15000     8.39e+01    5.28e+01   -1.96e+00    9.92e+01
2010 04 13  0411   55299  15060     8.40e+01    5.29e+01   -2.07e+00    9.93e+01
2010 04 13  0412   55299  15120     8.39e+01    5.29e+01   -2.12e+00    9.92e+01
2010 04 13  0413   55299  15180     8.39e+01    5.29e+01   -2.13e+00    9.92e+01
2010 04 13  0414   55299  15240     8.38e+01    5.29e+01   -2.09e+00    9.91e+01
2010 04 13  0415   55299  15300     8.38e+01    5.30e+01   -2.11e+00    9.91e+01
2010 04 13  0416   55299  15360     8.37e+01    5.29e+01   -2.07e+00    9.90e+01
2010 04 13  0417   55299  15420     8.36e+01    5.29e+01   -1.99e+00    9.90e+01
2010 04 13  0418   55299  15480     8.34e+01    5.29e+01   -1.92e+00    9.88e+01
2010 04 13  0419   55299  15540     8.34e+01    5.29e+01   -1.89e+00    9.88e+01
2010 04 13  0420   55299  15600     8.34e+01    5.28e+01   -1.94e+00    9.87e+01
2010 04 13  0421   55299  15660     8.34e+01    5.27e+01   -1.96e+00    9.87e+01
2010 04 13  0422   55299  15720     8.32e+01    5.27e+01   -1.96e+00    9.85e+01
2010 04 13  0423   55299  15780     8.30e+01    5.26e+01   -1.94e+00    9.83e+01
2010 04 13  0424   55299  15840     8.29e+01    5.28e+01   -1.97e+00    9.83e+01
2010 04 13  0425   55299  15900     8.27e+01    5.29e+01   -2.00e+00    9.82e+01
2010 04 13  0426   55299  15960     8.26e+01    5.28e+01   -2.10e+00    9.81e+01
2010 04 13  0427   55299  16020     8.26e+01    5.28e+01   -2.25e+00    9.80e+01
2010 04 13  0428   55299  16080     8.27e+01    5.29e+01   -2.33e+00    9.82e+01
2010 04 13  0429   55299  16140     8.27e+01    5.30e+01   -2.38e+00    9.83e+01
2010 04 13  0430   55299  16200     8.28e+01    5.29e+01   -2.42e+00    9.82e+01
2010 04 13  0431   55299  16260     8.28e+01    5.29e+01   -2.52e+00    9.83e+01
2010 04 13  0432   55299  16320     8.28e+01    5.29e+01   -2.55e+00    9.83e+01
2010 04 13  0433   55299  16380     8.27e+01    5.31e+01   -2.48e+00    9.83e+01
2010 04 13  0434   55299  16440     8.27e+01    5.32e+01   -2.53e+00    9.84e+01
2010 04 13  0435   55299  16500     8.27e+01    5.32e+01   -2.63e+00    9.84e+01
2010 04 13  0436   55299  16560     8.27e+01    5.32e+01   -2.66e+00    9.84e+01
2010 04 13  0437   55299  16620     8.26e+01    5.34e+01   -2.68e+00    9.84e+01
2010 04 13  0438   55299  16680     8.27e+01    5.35e+01   -2.65e+00    9.85e+01
2010 04 13  0439   55299  16740     8.26e+01    5.35e+01   -2.65e+00    9.85e+01
2010 04 13  0440   55299  16800     8.26e+01    5.36e+01   -2.69e+00    9.85e+01
2010 04 13  0441   55299  16860     8.27e+01    5.35e+01   -2.68e+00    9.85e+01
2010 04 13  0442   55299  16920     8.27e+01    5.36e+01   -2.69e+00    9.85e+01
2010 04 13  0443   55299  16980     8.27e+01    5.36e+01   -2.72e+00    9.86e+01
2010 04 13  0444   55299  17040     8.27e+01    5.37e+01   -2.66e+00    9.86e+01
2010 04 13  0445   55299  17100     8.26e+01    5.37e+01   -2.70e+00    9.86e+01
2010 04 13  0446   55299  17160     8.26e+01    5.37e+01   -2.70e+00    9.85e+01
2010 04 13  0447   55299  17220     8.26e+01    5.38e+01   -2.62e+00    9.86e+01
2010 04 13  0448   55299  17280     8.26e+01    5.38e+01   -2.62e+00    9.86e+01
2010 04 13  0449   55299  17340     8.25e+01    5.39e+01   -2.62e+00    9.86e+01
2010 04 13  0450   55299  17400     8.25e+01    5.39e+01   -2.60e+00    9.86e+01
2010 04 13  0451   55299  17460     8.25e+01    5.40e+01   -2.61e+00    9.86e+01
2010 04 13  0452   55299  17520     8.25e+01    5.40e+01   -2.66e+00    9.86e+01
2010 04 13  0453   55299  17580     8.25e+01    5.40e+01   -2.70e+00    9.87e+01
