:Data_list: 20030303_G8xr_1m.txt
:Created: 2003 Mar 04 0010 UTC
# Prepared by the U.S. Dept. of Commerce, NOAA, Space Environment Center.
# Please send comments and suggestions to sec@sec.noaa.gov 
# 
# Label: Short = 0.05- 0.4 nanometer
# Label: Long  = 0.1 - 0.8 nanometer
# Units: Short = Watts per meter squared
# Units: Long  = Watts per meter squared
# Source: GOES-8
# Location: W075
# Missing data: -1.00e+05
#
#         1-minute GOES-8 Solar X-ray Flux
# 
#                 Modified Seconds
# UTC Date  Time   Julian  of the
# YR MO DA  HHMM    Day     Day       Short       Long
#-------------------------------------------------------
2003 03 03  0116   52701   4560     3.29e-09    5.43e-07
2003 03 03  0117   52701   4620     2.70e-09    5.48e-07
2003 03 03  0118   52701   4680     1.84e-09    5.37e-07
2003 03 03  0119   52701   4740     1.43e-09    5.24e-07
2003 03 03  0120   52701   4800     1.43e-09    5.17e-07
2003 03 03  0121   52701   4860     1.20e-09    5.10e-07
2003 03 03  0122   52701   4920     1.18e-09    5.04e-07
2003 03 03  0123   52701   4980     1.12e-09    5.00e-07
2003 03 03  0124   52701   5040     1.11e-09    4.99e-07
2003 03 03  0125   52701   5100     1.11e-09    4.96e-07
2003 03 03  0126   52701   5160     1.07e-09    4.94e-07
2003 03 03  0127   52701   5220     1.14e-09    4.93e-07
2003 03 03  0128   52701   5280     1.22e-09    4.97e-07
2003 03 03  0129   52701   5340     1.53e-09    5.17e-07
2003 03 03  0130   52701   5400     1.63e-09    5.21e-07
2003 03 03  0131   52701   5460     1.64e-09    5.16e-07
2003 03 03  0132   52701   5520     1.35e-09    5.13e-07
2003 03 03  0133   52701   5580     1.41e-09    5.09e-07
2003 03 03  0134   52701   5640     1.33e-09    5.01e-07
2003 03 03  0135   52701   5700     1.18e-09    4.93e-07
2003 03 03  0136   52701   5760     1.20e-09    4.85e-07
2003 03 03  0137   52701   5820     1.18e-09    4.80e-07
2003 03 03  0138   52701   5880     1.07e-09    4.74e-07
2003 03 03  0139   52701   5940     1.09e-09    4.73e-07
2003 03 03  0140   52701   6000     1.12e-09    4.76e-07
2003 03 03  0141   52701   6060     1.11e-09    4.68e-07
2003 03 03  0142   52701   6120     1.10e-09    4.64e-07
2003 03 03  0143   52701   6180     1.19e-09    4.66e-07
2003 03 03  0144   52701   6240     2.08e-09    4.92e-07
2003 03 03  0145   52701   6300     1.93e-09    4.94e-07
2003 03 03  0146   52701   6360     1.28e-09    4.82e-07
2003 03 03  0147   52701   6420     1.21e-09    4.73e-07
2003 03 03  0148   52701   6480     1.09e-09    4.64e-07
2003 03 03  0149   52701   6540     1.06e-09    4.59e-07
2003 03 03  0150   52701   6600     1.09e-09    4.52e-07
2003 03 03  0151   52701   6660     1.10e-09    4.48e-07
2003 03 03  0152   52701   6720     1.11e-09    4.43e-07
2003 03 03  0153   52701   6780     9.72e-10    4.36e-07
2003 03 03  0154   52701   6840     1.01e-09    4.35e-07
2003 03 03  0155   52701   6900     1.12e-09    4.38e-07
2003 03 03  0156   52701   6960     1.14e-09    4.44e-07
2003 03 03  0157   52701   7020     1.07e-09    4.37e-07
2003 03 03  0158   52701   7080     1.02e-09    4.34e-07
2003 03 03  0159   52701   7140     1.00e-09    4.31e-07
2003 03 03  0200   52701   7200     1.01e-09    4.26e-07
2003 03 03  0201   52701   7260     9.74e-10    4.23e-07
2003 03 03  0202   52701   7320     1.04e-09    4.23e-07
2003 03 03  0203   52701   7380     9.98e-10    4.21e-07
2003 03 03  0204   52701   7440     1.02e-09    4.19e-07
2003 03 03  0205   52701   7500     1.01e-09    4.18e-07
2003 03 03  0206   52701   7560     1.02e-09    4.19e-07
2003 03 03  0207   52701   7620     1.04e-09    4.18e-07
2003 03 03  0208   52701   7680     1.01e-09    4.17e-07
2003 03 03  0209   52701   7740     1.00e-09    4.15e-07
2003 03 03  0210   52701   7800     1.01e-09    4.15e-07
2003 03 03  0211   52701   7860     1.01e-09    4.14e-07
2003 03 03  0212   52701   7920     9.68e-10    4.13e-07
2003 03 03  0213   52701   7980     9.65e-10    4.13e-07
2003 03 03  0214   52701   8040     1.02e-09    4.15e-07
2003 03 03  0215   52701   8100     9.71e-10    4.13e-07
2003 03 03  0216   52701   8160     1.06e-09    4.20e-07
2003 03 03  0217   52701   8220     1.25e-09    4.37e-07
2003 03 03  0218   52701   8280     1.42e-09    4.49e-07
2003 03 03  0219   52701   8340     1.15e-09    4.47e-07
2003 03 03  0220   52701   8400     1.09e-09    4.36e-07
2003 03 03  0221   52701   8460     1.07e-09    4.30e-07
2003 03 03  0222   52701   8520     1.12e-09    4.27e-07
2003 03 03  0223   52701   8580     1.02e-09    4.26e-07
2003 03 03  0224   52701   8640     1.02e-09    4.29e-07
2003 03 03  0225   52701   8700     1.08e-09    4.31e-07
2003 03 03  0226   52701   8760     1.10e-09    4.34e-07
2003 03 03  0227   52701   8820     1.23e-09    4.37e-07
2003 03 03  0228   52701   8880     1.07e-09    4.37e-07
2003 03 03  0229   52701   8940     1.11e-09    4.35e-07
2003 03 03  0230   52701   9000     1.09e-09    4.32e-07
2003 03 03  0231   52701   9060     1.03e-09    4.33e-07
2003 03 03  0232   52701   9120     1.26e-09    4.41e-07
2003 03 03  0233   52701   9180     1.51e-09    4.56e-07
2003 03 03  0234   52701   9240     1.33e-09    4.58e-07
2003 03 03  0235   52701   9300     1.38e-09    4.58e-07
2003 03 03  0236   52701   9360     1.25e-09    4.51e-07
2003 03 03  0237   52701   9420     1.17e-09    4.47e-07
2003 03 03  0238   52701   9480     1.19e-09    4.44e-07
2003 03 03  0239   52701   9540     1.24e-09    4.38e-07
2003 03 03  0240   52701   9600     1.14e-09    4.36e-07
2003 03 03  0241   52701   9660     1.15e-09    4.34e-07
2003 03 03  0242   52701   9720     1.12e-09    4.34e-07
2003 03 03  0243   52701   9780     1.12e-09    4.34e-07
2003 03 03  0244   52701   9840     1.19e-09    4.34e-07
2003 03 03  0245   52701   9900     1.31e-09    4.43e-07
2003 03 03  0246   52701   9960     1.23e-09    4.49e-07
2003 03 03  0247   52701  10020     1.52e-09    4.54e-07
2003 03 03  0248   52701  10080     2.56e-09    4.71e-07
2003 03 03  0249   52701  10140     4.01e-09    4.95e-07
2003 03 03  0250   52701  10200     3.79e-09    4.98e-07
2003 03 03  0251   52701  10260     3.03e-09    4.92e-07
2003 03 03  0252   52701  10320     2.27e-09    4.83e-07
2003 03 03  0253   52701  10380     2.46e-09    4.84e-07
2003 03 03  0254   52701  10440     2.16e-09    4.81e-07
2003 03 03  0255   52701  10500     1.90e-09    4.81e-07
2003 03 03  0256   52701  10560     1.95e-09    4.88e-07
2003 03 03  0257   52701  10620     2.75e-09    5.02e-07
2003 03 03  0258   52701  10680     1.33e-09    4.84e-07
2003 03 03  0259   52701  10740     1.30e-09    4.66e-07
2003 03 03  0300   52701  10800     1.06e-09    4.59e-07
2003 03 03  0301   52701  10860     1.11e-09    4.51e-07
2003 03 03  0302   52701  10920     1.14e-09    4.49e-07
2003 03 03  0303   52701  10980     1.09e-09    4.42e-07
2003 03 03  0304   52701  11040     1.00e-09    4.37e-07
2003 03 03  0305   52701  11100     1.04e-09    4.33e-07
2003 03 03  0306   52701  11160     1.04e-09    4.32e-07
2003 03 03  0307   52701  11220     9.79e-10    4.30e-07
2003 03 03  0308   52701  11280     1.01e-09    4.29e-07
2003 03 03  0309   52701  11340     1.01e-09    4.27e-07
2003 03 03  0310   52701  11400     9.88e-10    4.23e-07
2003 03 03  0311   52701  11460     9.91e-10    4.20e-07
2003 03 03  0312   52701  11520     1.01e-09    4.18e-07
2003 03 03  0313   52701  11580     9.90e-10    4.16e-07
2003 03 03  0314   52701  11640     9.79e-10    4.16e-07
2003 03 03  0315   52701  11700     9.96e-10    4.16e-07
2003 03 03  0316   52701  11760     1.02e-09    4.15e-07
2003 03 03  0317   52701  11820     1.00e-09    4.15e-07
2003 03 03  0318   52701  11880     9.91e-10    4.15e-07
2003 03 03  0319   52701  11940     1.05e-09    4.18e-07
2003 03 03  0320   52701  12000     1.02e-09    4.21e-07
2003 03 03  0321   52701  12060     1.32e-09    4.38e-07
2003 03 03  0322   52701  12120     1.82e-09    4.63e-07
2003 03 03  0323   52701  12180     2.90e-09    4.93e-07
2003 03 03  0324   52701  12240     2.37e-09    4.93e-07
2003 03 03  0325   52701  12300     1.50e-09    4.78e-07
2003 03 03  0326   52701  12360     1.75e-09    4.86e-07
2003 03 03  0327   52701  12420     3.09e-09    5.17e-07
2003 03 03  0328   52701  12480     2.78e-09    5.17e-07
2003 03 03  0329   52701  12540     1.99e-09    4.98e-07
2003 03 03  0330   52701  12600     1.47e-09    4.78e-07
2003 03 03  0331   52701  12660     1.25e-09    4.73e-07
2003 03 03  0332   52701  12720     1.63e-09    4.77e-07
2003 03 03  0333   52701  12780     2.41e-09    4.95e-07
2003 03 03  0334   52701  12840     3.06e-09    5.09e-07
2003 03 03  0335   52701  12900     2.15e-09    5.05e-07
2003 03 03  0336   52701  12960     2.10e-09    4.99e-07
2003 03 03  0337   52701  13020     1.45e-09    4.90e-07
2003 03 03  0338   52701  13080     1.35e-09    4.82e-07
2003 03 03  0339   52701  13140     1.23e-09    4.74e-07
2003 03 03  0340   52701  13200     1.11e-09    4.67e-07
2003 03 03  0341   52701  13260     1.12e-09    4.64e-07
2003 03 03  0342   52701  13320     1.18e-09    4.62e-07
2003 03 03  0343   52701  13380     1.18e-09    4.62e-07
2003 03 03  0344   52701  13440     1.21e-09    4.71e-07
2003 03 03  0345   52701  13500     1.22e-09    4.77e-07
2003 03 03  0346   52701  13560     1.68e-09    4.86e-07
2003 03 03  0347   52701  13620     1.35e-09    4.78e-07
2003 03 03  0348   52701  13680     1.27e-09    4.66e-07
2003 03 03  0349   52701  13740     1.69e-09    4.79e-07
2003 03 03  0350   52701  13800     2.78e-09    5.10e-07
2003 03 03  0351   52701  13860     2.15e-09    5.00e-07
2003 03 03  0352   52701  13920     1.45e-09    4.81e-07
2003 03 03  0353   52701  13980     1.35e-09    4.71e-07
2003 03 03  0354   52701  14040     1.18e-09    4.61e-07
2003 03 03  0355   52701  14100     1.14e-09    4.48e-07
2003 03 03  0356   52701  14160     1.45e-09    4.55e-07
2003 03 03  0357   52701  14220     1.74e-09    4.63e-07
2003 03 03  0358   52701  14280     1.98e-09    4.64e-07
2003 03 03  0359   52701  14340     1.96e-09    4.62e-07
2003 03 03  0400   52701  14400     1.61e-09    4.52e-07
2003 03 03  0401   52701  14460     1.27e-09    4.48e-07
2003 03 03  0402   52701  14520     1.20e-09    4.37e-07
2003 03 03  0403   52701  14580     1.13e-09    4.32e-07
2003 03 03  0404   52701  14640     1.24e-09    4.33e-07
2003 03 03  0405   52701  14700     1.20e-09    4.31e-07
2003 03 03  0406   52701  14760     1.10e-09    4.31e-07
2003 03 03  0407   52701  14820     1.18e-09    4.24e-07
2003 03 03  0408   52701  14880     9.91e-10    4.17e-07
2003 03 03  0409   52701  14940     9.80e-10    4.07e-07
2003 03 03  0410   52701  15000     1.01e-09    4.05e-07
2003 03 03  0411   52701  15060     9.95e-10    4.01e-07
2003 03 03  0412   52701  15120     9.77e-10    4.00e-07
2003 03 03  0413   52701  15180     9.77e-10    3.95e-07
2003 03 03  0414   52701  15240     9.74e-10    3.93e-07
2003 03 03  0415   52701  15300     9.46e-10    3.93e-07
2003 03 03  0416   52701  15360     1.00e-09    3.97e-07
2003 03 03  0417   52701  15420     9.66e-10    3.96e-07
2003 03 03  0418   52701  15480     9.72e-10    3.93e-07
2003 03 03  0419   52701  15540     9.92e-10    3.93e-07
2003 03 03  0420   52701  15600     1.02e-09    3.93e-07
2003 03 03  0421   52701  15660     1.07e-09    3.99e-07
2003 03 03  0422   52701  15720     1.11e-09    4.03e-07
2003 03 03  0423   52701  15780     1.11e-09    4.07e-07
2003 03 03  0424   52701  15840     1.03e-09    4.08e-07
2003 03 03  0425   52701  15900     1.12e-09    4.08e-07
2003 03 03  0426   52701  15960     1.08e-09    4.09e-07
2003 03 03  0427   52701  16020     1.03e-09    4.07e-07
2003 03 03  0428   52701  16080     1.04e-09    4.06e-07
2003 03 03  0429   52701  16140     1.04e-09    4.05e-07
2003 03 03  0430   52701  16200     9.69e-10    4.02e-07
2003 03 03  0431   52701  16260     9.77e-10    4.00e-07
2003 03 03  0432   52701  16320     1.02e-09    3.98e-07
2003 03 03  0433   52701  16380     9.94e-10    4.01e-07
2003 03 03  0434   52701  16440     1.06e-09    4.07e-07
2003 03 03  0435   52701  16500     1.11e-09    4.12e-07
2003 03 03  0436   52701  16560     1.18e-09    4.17e-07
2003 03 03  0437   52701  16620     1.09e-09    4.19e-07
2003 03 03  0438   52701  16680     1.08e-09    4.18e-07
2003 03 03  0439   52701  16740     1.01e-09    4.17e-07
2003 03 03  0440   52701  16800     1.04e-09    4.09e-07
2003 03 03  0441   52701  16860     1.00e-09    4.05e-07
2003 03 03  0442   52701  16920     1.03e-09    4.03e-07
2003 03 03  0443   52701  16980     1.00e-09    3.98e-07
2003 03 03  0444   52701  17040     1.01e-09    3.95e-07
2003 03 03  0445   52701  17100     9.44e-10    3.89e-07
2003 03 03  0446   52701  17160     9.12e-10    3.67e-07
2003 03 03  0447   52701  17220    -1.00e+05   -1.00e+05
2003 03 03  0448   52701  17280    -1.00e+05   -1.00e+05
2003 03 03  0449   52701  17340    -1.00e+05   -1.00e+05
2003 03 03  0450   52701  17400    -1.00e+05   -1.00e+05
2003 03 03  0451   52701  17460    -1.00e+05   -1.00e+05
2003 03 03  0452   52701  17520    -1.00e+05   -1.00e+05
2003 03 03  0453   52701  17580    -1.00e+05   -1.00e+05
2003 03 03  0454   52701  17640    -1.00e+05   -1.00e+05
2003 03 03  0455   52701  17700    -1.00e+05   -1.00e+05
2003 03 03  0456   52701  17760    -1.00e+05   -1.00e+05
2003 03 03  0457   52701  17820    -1.00e+05   -1.00e+05
2003 03 03  0458   52701  17880    -1.00e+05   -1.00e+05
2003 03 03  0459   52701  17940    -1.00e+05   -1.00e+05
2003 03 03  0500   52701  18000    -1.00e+05   -1.00e+05
2003 03 03  0501   52701  18060    -1.00e+05   -1.00e+05
2003 03 03  0502   52701  18120    -1.00e+05   -1.00e+05
2003 03 03  0503   52701  18180    -1.00e+05   -1.00e+05
2003 03 03  0504   52701  18240    -1.00e+05   -1.00e+05
2003 03 03  0505   52701  18300    -1.00e+05   -1.00e+05
2003 03 03  0506   52701  18360    -1.00e+05   -1.00e+05
2003 03 03  0507   52701  18420    -1.00e+05   -1.00e+05
2003 03 03  0508   52701  18480    -1.00e+05   -1.00e+05
2003 03 03  0509   52701  18540    -1.00e+05   -1.00e+05
2003 03 03  0510   52701  18600    -1.00e+05   -1.00e+05
2003 03 03  0511   52701  18660    -1.00e+05   -1.00e+05
2003 03 03  0512   52701  18720    -1.00e+05   -1.00e+05
2003 03 03  0513   52701  18780    -1.00e+05   -1.00e+05
2003 03 03  0514   52701  18840    -1.00e+05   -1.00e+05
2003 03 03  0515   52701  18900    -1.00e+05   -1.00e+05
2003 03 03  0516   52701  18960    -1.00e+05   -1.00e+05
2003 03 03  0517   52701  19020    -1.00e+05   -1.00e+05
2003 03 03  0518   52701  19080    -1.00e+05   -1.00e+05
2003 03 03  0519   52701  19140    -1.00e+05   -1.00e+05
2003 03 03  0520   52701  19200    -1.00e+05   -1.00e+05
2003 03 03  0521   52701  19260    -1.00e+05   -1.00e+05
2003 03 03  0522   52701  19320    -1.00e+05   -1.00e+05
2003 03 03  0523   52701  19380    -1.00e+05   -1.00e+05
2003 03 03  0524   52701  19440    -1.00e+05   -1.00e+05
2003 03 03  0525   52701  19500    -1.00e+05   -1.00e+05
2003 03 03  0526   52701  19560    -1.00e+05   -1.00e+05
2003 03 03  0527   52701  19620    -1.00e+05   -1.00e+05
2003 03 03  0528   52701  19680    -1.00e+05   -1.00e+05
2003 03 03  0529   52701  19740    -1.00e+05   -1.00e+05
2003 03 03  0530   52701  19800    -1.00e+05   -1.00e+05
2003 03 03  0531   52701  19860    -1.00e+05   -1.00e+05
2003 03 03  0532   52701  19920    -1.00e+05   -1.00e+05
2003 03 03  0533   52701  19980    -1.00e+05   -1.00e+05
2003 03 03  0534   52701  20040    -1.00e+05   -1.00e+05
2003 03 03  0535   52701  20100    -1.00e+05   -1.00e+05
2003 03 03  0536   52701  20160    -1.00e+05   -1.00e+05
2003 03 03  0537   52701  20220    -1.00e+05   -1.00e+05
2003 03 03  0538   52701  20280    -1.00e+05   -1.00e+05
2003 03 03  0539   52701  20340    -1.00e+05   -1.00e+05
2003 03 03  0540   52701  20400     1.51e-09    4.47e-07
2003 03 03  0541   52701  20460     1.29e-09    4.43e-07
2003 03 03  0542   52701  20520     1.19e-09    4.34e-07
2003 03 03  0543   52701  20580     1.15e-09    4.29e-07
2003 03 03  0544   52701  20640     1.20e-09    4.28e-07
2003 03 03  0545   52701  20700     1.13e-09    4.28e-07
2003 03 03  0546   52701  20760     1.11e-09    4.25e-07
2003 03 03  0547   52701  20820     1.10e-09    4.22e-07
2003 03 03  0548   52701  20880     1.02e-09    4.20e-07
2003 03 03  0549   52701  20940     1.03e-09    4.18e-07
2003 03 03  0550   52701  21000     1.13e-09    4.17e-07
2003 03 03  0551   52701  21060     1.08e-09    4.12e-07
2003 03 03  0552   52701  21120     1.05e-09    4.09e-07
2003 03 03  0553   52701  21180     1.01e-09    4.07e-07
2003 03 03  0554   52701  21240     1.00e-09    4.09e-07
2003 03 03  0555   52701  21300     1.22e-09    4.23e-07
2003 03 03  0556   52701  21360     1.52e-09    4.32e-07
2003 03 03  0557   52701  21420     1.03e-09    4.22e-07
2003 03 03  0558   52701  21480     1.03e-09    4.12e-07
2003 03 03  0559   52701  21540     1.06e-09    4.06e-07
2003 03 03  0600   52701  21600     1.10e-09    4.10e-07
2003 03 03  0601   52701  21660     1.08e-09    4.15e-07
2003 03 03  0602   52701  21720     1.15e-09    4.25e-07
2003 03 03  0603   52701  21780     1.59e-09    4.37e-07
2003 03 03  0604   52701  21840     1.18e-09    4.31e-07
2003 03 03  0605   52701  21900     1.08e-09    4.24e-07
2003 03 03  0606   52701  21960     1.00e-09    4.18e-07
2003 03 03  0607   52701  22020     1.05e-09    4.13e-07
2003 03 03  0608   52701  22080     1.07e-09    4.10e-07
2003 03 03  0609   52701  22140     1.00e-09    4.06e-07
2003 03 03  0610   52701  22200     9.62e-10    4.06e-07
2003 03 03  0611   52701  22260     1.04e-09    4.06e-07
2003 03 03  0612   52701  22320     1.13e-09    4.10e-07
2003 03 03  0613   52701  22380     1.07e-09    4.13e-07
2003 03 03  0614   52701  22440     1.06e-09    4.12e-07
2003 03 03  0615   52701  22500     1.14e-09    4.16e-07
2003 03 03  0616   52701  22560     1.27e-09    4.27e-07
2003 03 03  0617   52701  22620     1.45e-09    4.33e-07
2003 03 03  0618   52701  22680     1.23e-09    4.31e-07
2003 03 03  0619   52701  22740     1.16e-09    4.26e-07
2003 03 03  0620   52701  22800     1.05e-09    4.21e-07
2003 03 03  0621   52701  22860     1.04e-09    4.16e-07
2003 03 03  0622   52701  22920     1.06e-09    4.13e-07
2003 03 03  0623   52701  22980     1.03e-09    4.14e-07
2003 03 03  0624   52701  23040     1.07e-09    4.16e-07
2003 03 03  0625   52701  23100     1.00e-09    4.17e-07
2003 03 03  0626   52701  23160     1.15e-09    4.21e-07
2003 03 03  0627   52701  23220     1.08e-09    4.23e-07
2003 03 03  0628   52701  23280     1.19e-09    4.22e-07
2003 03 03  0629   52701  23340     1.11e-09    4.31e-07
2003 03 03  0630   52701  23400     1.23e-09    4.37e-07
2003 03 03  0631   52701  23460     1.19e-09    4.34e-07
2003 03 03  0632   52701  23520     1.18e-09    4.30e-07
2003 03 03  0633   52701  23580     1.10e-09    4.28e-07
2003 03 03  0634   52701  23640     1.06e-09    4.27e-07
2003 03 03  0635   52701  23700     1.03e-09    4.25e-07
2003 03 03  0636   52701  23760     1.09e-09    4.23e-07
2003 03 03  0637   52701  23820     1.03e-09    4.21e-07
2003 03 03  0638   52701  23880     1.07e-09    4.20e-07
2003 03 03  0639   52701  23940     9.83e-10    4.19e-07
2003 03 03  0640   52701  24000     1.03e-09    4.16e-07
2003 03 03  0641   52701  24060     1.02e-09    4.14e-07
2003 03 03  0642   52701  24120     1.02e-09    4.11e-07
2003 03 03  0643   52701  24180     9.57e-10    4.07e-07
2003 03 03  0644   52701  24240     1.02e-09    4.05e-07
2003 03 03  0645   52701  24300     1.02e-09    4.03e-07
2003 03 03  0646   52701  24360     1.05e-09    4.02e-07
2003 03 03  0647   52701  24420     1.04e-09    4.02e-07
2003 03 03  0648   52701  24480     1.06e-09    4.01e-07
2003 03 03  0649   52701  24540     1.13e-09    4.00e-07
2003 03 03  0650   52701  24600     9.82e-10    4.00e-07
2003 03 03  0651   52701  24660     1.07e-09    4.01e-07
2003 03 03  0652   52701  24720     1.00e-09    4.00e-07
2003 03 03  0653   52701  24780     1.03e-09    3.99e-07
2003 03 03  0654   52701  24840     9.71e-10    3.97e-07
2003 03 03  0655   52701  24900     9.49e-10    3.94e-07
2003 03 03  0656   52701  24960     9.58e-10    3.94e-07
2003 03 03  0657   52701  25020     9.52e-10    3.95e-07
2003 03 03  0658   52701  25080     1.01e-09    3.96e-07
2003 03 03  0659   52701  25140     9.36e-10    3.96e-07
2003 03 03  0700   52701  25200     9.56e-10    3.92e-07
2003 03 03  0701   52701  25260     1.01e-09    3.92e-07
2003 03 03  0702   52701  25320     1.03e-09    3.95e-07
2003 03 03  0703   52701  25380     1.04e-09    3.96e-07
2003 03 03  0704   52701  25440     9.98e-10    4.00e-07
2003 03 03  0705   52701  25500     1.00e-09    4.01e-07
2003 03 03  0706   52701  25560     9.69e-10    4.03e-07
2003 03 03  0707   52701  25620     9.55e-10    4.03e-07
2003 03 03  0708   52701  25680     1.04e-09    4.04e-07
2003 03 03  0709   52701  25740     1.05e-09    4.05e-07
2003 03 03  0710   52701  25800     1.10e-09    4.07e-07
2003 03 03  0711   52701  25860     9.88e-10    4.08e-07
2003 03 03  0712   52701  25920     1.02e-09    4.06e-07
2003 03 03  0713   52701  25980     1.03e-09    4.03e-07
2003 03 03  0714   52701  26040     9.84e-10    4.03e-07
2003 03 03  0715   52701  26100     9.64e-10    4.05e-07
2003 03 03  0716   52701  26160     1.08e-09    4.08e-07
2003 03 03  0717   52701  26220     1.12e-09    4.12e-07
2003 03 03  0718   52701  26280     1.02e-09    4.09e-07
2003 03 03  0719   52701  26340     1.01e-09    4.07e-07
2003 03 03  0720   52701  26400     1.00e-09    4.07e-07
2003 03 03  0721   52701  26460     1.03e-09    4.07e-07
2003 03 03  0722   52701  26520     1.05e-09    4.05e-07
