:Data_list: 20070311_G12xr_1m.txt
:Created: 2007 Mar 12 0010 UTC
# Prepared by the U.S. Dept. of Commerce, NOAA, Space Environment Center.
# Please send comments and suggestions to SEC.Webmaster@noaa.gov 
# 
# Label: Short = 0.05- 0.4 nanometer
# Label: Long  = 0.1 - 0.8 nanometer
# Units: Short = Watts per meter squared
# Units: Long  = Watts per meter squared
# Source: GOES-12
# Location: W075
# Missing data: -1.00e+05
#
#         1-minute GOES-12 Solar X-ray Flux
# 
#                 Modified Seconds
# UTC Date  Time   Julian  of the
# YR MO DA  HHMM    Day     Day       Short       Long
#-------------------------------------------------------
2007 03 11  0234   54170   9240     1.90e-09    8.07e-09
2007 03 11  0235   54170   9300     1.90e-09    8.07e-09
2007 03 11  0236   54170   9360     1.90e-09    7.73e-09
2007 03 11  0237   54170   9420     1.90e-09    5.67e-09
2007 03 11  0238   54170   9480     1.90e-09    4.02e-09
2007 03 11  0239   54170   9540     1.90e-09    3.73e-09
2007 03 11  0240   54170   9600     1.90e-09    3.76e-09
2007 03 11  0241   54170   9660     1.90e-09    3.73e-09
2007 03 11  0242   54170   9720     1.90e-09    3.73e-09
2007 03 11  0243   54170   9780     1.90e-09    3.76e-09
2007 03 11  0244   54170   9840     1.90e-09    6.40e-09
2007 03 11  0245   54170   9900     1.90e-09    8.07e-09
2007 03 11  0246   54170   9960     1.90e-09    8.08e-09
2007 03 11  0247   54170  10020     1.90e-09    8.07e-09
2007 03 11  0248   54170  10080     1.90e-09    8.08e-09
2007 03 11  0249   54170  10140     1.90e-09    8.07e-09
2007 03 11  0250   54170  10200     1.90e-09    8.13e-09
2007 03 11  0251   54170  10260     1.90e-09    8.07e-09
2007 03 11  0252   54170  10320     1.90e-09    8.06e-09
2007 03 11  0253   54170  10380     1.90e-09    8.07e-09
2007 03 11  0254   54170  10440     1.90e-09    8.18e-09
2007 03 11  0255   54170  10500     1.90e-09    1.26e-08
2007 03 11  0256   54170  10560     1.90e-09    1.51e-08
2007 03 11  0257   54170  10620     1.90e-09    1.51e-08
2007 03 11  0258   54170  10680     1.90e-09    1.51e-08
2007 03 11  0259   54170  10740     1.90e-09    1.51e-08
2007 03 11  0300   54170  10800     1.90e-09    1.51e-08
2007 03 11  0301   54170  10860     1.90e-09    1.51e-08
2007 03 11  0302   54170  10920     1.90e-09    1.51e-08
2007 03 11  0303   54170  10980     1.90e-09    1.51e-08
2007 03 11  0304   54170  11040     1.90e-09    1.51e-08
2007 03 11  0305   54170  11100     1.90e-09    1.51e-08
2007 03 11  0306   54170  11160     1.90e-09    1.51e-08
2007 03 11  0307   54170  11220     1.90e-09    1.51e-08
2007 03 11  0308   54170  11280     1.90e-09    1.51e-08
2007 03 11  0309   54170  11340     1.90e-09    1.51e-08
2007 03 11  0310   54170  11400     1.90e-09    1.51e-08
2007 03 11  0311   54170  11460     1.90e-09    1.51e-08
2007 03 11  0312   54170  11520     1.89e-09    1.51e-08
2007 03 11  0313   54170  11580     1.90e-09    1.51e-08
2007 03 11  0314   54170  11640     1.90e-09    1.51e-08
2007 03 11  0315   54170  11700     1.90e-09    1.51e-08
2007 03 11  0316   54170  11760     1.90e-09    1.51e-08
2007 03 11  0317   54170  11820     1.90e-09    1.51e-08
2007 03 11  0318   54170  11880     1.94e-09    1.48e-08
2007 03 11  0319   54170  11940     1.90e-09    1.25e-08
2007 03 11  0320   54170  12000     1.90e-09    1.17e-08
2007 03 11  0321   54170  12060     1.91e-09    8.39e-09
2007 03 11  0322   54170  12120     1.91e-09    8.09e-09
2007 03 11  0323   54170  12180     1.91e-09    8.09e-09
2007 03 11  0324   54170  12240     1.91e-09    8.09e-09
2007 03 11  0325   54170  12300     1.91e-09    8.09e-09
2007 03 11  0326   54170  12360     1.90e-09    8.07e-09
2007 03 11  0327   54170  12420     1.90e-09    8.07e-09
2007 03 11  0328   54170  12480     1.90e-09    8.07e-09
2007 03 11  0329   54170  12540     1.90e-09    8.03e-09
2007 03 11  0330   54170  12600     1.90e-09    8.04e-09
2007 03 11  0331   54170  12660     1.90e-09    7.86e-09
2007 03 11  0332   54170  12720     1.91e-09    7.86e-09
2007 03 11  0333   54170  12780     1.91e-09    7.86e-09
2007 03 11  0334   54170  12840     1.91e-09    7.34e-09
2007 03 11  0335   54170  12900     1.91e-09    7.75e-09
2007 03 11  0336   54170  12960     1.91e-09    6.65e-09
2007 03 11  0337   54170  13020     1.91e-09    5.96e-09
2007 03 11  0338   54170  13080     1.91e-09    8.09e-09
2007 03 11  0339   54170  13140     1.93e-09    8.09e-09
2007 03 11  0340   54170  13200     1.91e-09    8.09e-09
2007 03 11  0341   54170  13260     1.91e-09    7.46e-09
2007 03 11  0342   54170  13320     1.91e-09    7.94e-09
2007 03 11  0343   54170  13380     1.91e-09    6.15e-09
2007 03 11  0344   54170  13440     1.91e-09    4.88e-09
2007 03 11  0345   54170  13500     1.90e-09    4.47e-09
2007 03 11  0346   54170  13560     1.91e-09    3.87e-09
2007 03 11  0347   54170  13620     1.91e-09    3.84e-09
2007 03 11  0348   54170  13680     2.02e-09    3.76e-09
2007 03 11  0349   54170  13740     1.90e-09    3.73e-09
2007 03 11  0350   54170  13800     1.90e-09    3.73e-09
2007 03 11  0351   54170  13860     1.91e-09    3.84e-09
2007 03 11  0352   54170  13920     1.90e-09    3.73e-09
2007 03 11  0353   54170  13980     1.90e-09    3.84e-09
2007 03 11  0354   54170  14040     1.91e-09    3.73e-09
2007 03 11  0355   54170  14100     1.91e-09    3.73e-09
2007 03 11  0356   54170  14160     1.91e-09    3.73e-09
2007 03 11  0357   54170  14220     1.91e-09    3.73e-09
2007 03 11  0358   54170  14280     1.91e-09    3.73e-09
2007 03 11  0359   54170  14340     1.91e-09    3.73e-09
2007 03 11  0400   54170  14400     1.91e-09    3.73e-09
2007 03 11  0401   54170  14460     1.91e-09    3.76e-09
2007 03 11  0402   54170  14520     1.91e-09    3.73e-09
2007 03 11  0403   54170  14580     1.91e-09    3.73e-09
2007 03 11  0404   54170  14640     1.91e-09    3.73e-09
2007 03 11  0405   54170  14700     1.91e-09    3.73e-09
2007 03 11  0406   54170  14760     1.91e-09    3.73e-09
2007 03 11  0407   54170  14820     1.91e-09    3.73e-09
2007 03 11  0408   54170  14880     1.91e-09    3.73e-09
2007 03 11  0409   54170  14940     1.91e-09    3.73e-09
2007 03 11  0410   54170  15000     1.91e-09    3.73e-09
2007 03 11  0411   54170  15060     1.91e-09    3.73e-09
2007 03 11  0412   54170  15120     1.90e-09    3.73e-09
2007 03 11  0413   54170  15180     1.91e-09    3.73e-09
2007 03 11  0414   54170  15240     1.91e-09    3.73e-09
2007 03 11  0415   54170  15300     1.91e-09    3.76e-09
2007 03 11  0416   54170  15360     1.91e-09    3.91e-09
2007 03 11  0417   54170  15420     1.91e-09    3.73e-09
2007 03 11  0418   54170  15480     1.91e-09    3.73e-09
2007 03 11  0419   54170  15540     1.91e-09    4.06e-09
2007 03 11  0420   54170  15600     1.91e-09    4.99e-09
2007 03 11  0421   54170  15660     1.92e-09    3.80e-09
2007 03 11  0422   54170  15720     1.91e-09    3.76e-09
2007 03 11  0423   54170  15780     1.91e-09    3.73e-09
2007 03 11  0424   54170  15840     1.91e-09    3.93e-09
2007 03 11  0425   54170  15900     1.91e-09    3.87e-09
2007 03 11  0426   54170  15960     1.91e-09    3.80e-09
2007 03 11  0427   54170  16020     1.91e-09    3.73e-09
2007 03 11  0428   54170  16080     1.91e-09    3.73e-09
2007 03 11  0429   54170  16140     1.91e-09    3.73e-09
2007 03 11  0430   54170  16200     1.91e-09    3.73e-09
2007 03 11  0431   54170  16260     1.91e-09    3.73e-09
2007 03 11  0432   54170  16320     1.91e-09    3.73e-09
2007 03 11  0433   54170  16380     1.94e-09    3.73e-09
2007 03 11  0434   54170  16440     1.91e-09    3.73e-09
2007 03 11  0435   54170  16500     1.91e-09    3.73e-09
2007 03 11  0436   54170  16560     1.91e-09    3.73e-09
2007 03 11  0437   54170  16620    -1.00e+05   -1.00e+05
2007 03 11  0438   54170  16680    -1.00e+05   -1.00e+05
2007 03 11  0439   54170  16740    -1.00e+05   -1.00e+05
2007 03 11  0440   54170  16800    -1.00e+05   -1.00e+05
2007 03 11  0441   54170  16860    -1.00e+05   -1.00e+05
2007 03 11  0442   54170  16920    -1.00e+05   -1.00e+05
2007 03 11  0443   54170  16980    -1.00e+05   -1.00e+05
2007 03 11  0444   54170  17040    -1.00e+05   -1.00e+05
2007 03 11  0445   54170  17100    -1.00e+05   -1.00e+05
2007 03 11  0446   54170  17160    -1.00e+05   -1.00e+05
2007 03 11  0447   54170  17220    -1.00e+05   -1.00e+05
2007 03 11  0448   54170  17280    -1.00e+05   -1.00e+05
2007 03 11  0449   54170  17340    -1.00e+05   -1.00e+05
2007 03 11  0450   54170  17400    -1.00e+05   -1.00e+05
2007 03 11  0451   54170  17460    -1.00e+05   -1.00e+05
2007 03 11  0452   54170  17520    -1.00e+05   -1.00e+05
2007 03 11  0453   54170  17580    -1.00e+05   -1.00e+05
2007 03 11  0454   54170  17640    -1.00e+05   -1.00e+05
2007 03 11  0455   54170  17700    -1.00e+05   -1.00e+05
2007 03 11  0456   54170  17760    -1.00e+05   -1.00e+05
2007 03 11  0457   54170  17820    -1.00e+05   -1.00e+05
2007 03 11  0458   54170  17880    -1.00e+05   -1.00e+05
2007 03 11  0459   54170  17940    -1.00e+05   -1.00e+05
2007 03 11  0500   54170  18000    -1.00e+05   -1.00e+05
2007 03 11  0501   54170  18060    -1.00e+05   -1.00e+05
2007 03 11  0502   54170  18120    -1.00e+05   -1.00e+05
2007 03 11  0503   54170  18180    -1.00e+05   -1.00e+05
2007 03 11  0504   54170  18240    -1.00e+05   -1.00e+05
2007 03 11  0505   54170  18300    -1.00e+05   -1.00e+05
2007 03 11  0506   54170  18360    -1.00e+05   -1.00e+05
2007 03 11  0507   54170  18420    -1.00e+05   -1.00e+05
2007 03 11  0508   54170  18480    -1.00e+05   -1.00e+05
2007 03 11  0509   54170  18540    -1.00e+05   -1.00e+05
2007 03 11  0510   54170  18600    -1.00e+05   -1.00e+05
2007 03 11  0511   54170  18660    -1.00e+05   -1.00e+05
2007 03 11  0512   54170  18720    -1.00e+05   -1.00e+05
2007 03 11  0513   54170  18780    -1.00e+05   -1.00e+05
2007 03 11  0514   54170  18840    -1.00e+05   -1.00e+05
2007 03 11  0515   54170  18900    -1.00e+05   -1.00e+05
2007 03 11  0516   54170  18960    -1.00e+05   -1.00e+05
2007 03 11  0517   54170  19020    -1.00e+05   -1.00e+05
2007 03 11  0518   54170  19080    -1.00e+05   -1.00e+05
2007 03 11  0519   54170  19140    -1.00e+05   -1.00e+05
2007 03 11  0520   54170  19200    -1.00e+05   -1.00e+05
2007 03 11  0521   54170  19260    -1.00e+05   -1.00e+05
2007 03 11  0522   54170  19320    -1.00e+05   -1.00e+05
2007 03 11  0523   54170  19380    -1.00e+05   -1.00e+05
2007 03 11  0524   54170  19440    -1.00e+05   -1.00e+05
2007 03 11  0525   54170  19500    -1.00e+05   -1.00e+05
2007 03 11  0526   54170  19560    -1.00e+05   -1.00e+05
2007 03 11  0527   54170  19620    -1.00e+05   -1.00e+05
2007 03 11  0528   54170  19680    -1.00e+05   -1.00e+05
2007 03 11  0529   54170  19740    -1.00e+05   -1.00e+05
2007 03 11  0530   54170  19800    -1.00e+05   -1.00e+05
2007 03 11  0531   54170  19860    -1.00e+05   -1.00e+05
2007 03 11  0532   54170  19920    -1.00e+05   -1.00e+05
2007 03 11  0533   54170  19980    -1.00e+05   -1.00e+05
2007 03 11  0534   54170  20040    -1.00e+05   -1.00e+05
2007 03 11  0535   54170  20100    -1.00e+05   -1.00e+05
2007 03 11  0536   54170  20160    -1.00e+05   -1.00e+05
2007 03 11  0537   54170  20220    -1.00e+05   -1.00e+05
2007 03 11  0538   54170  20280    -1.00e+05   -1.00e+05
2007 03 11  0539   54170  20340    -1.00e+05   -1.00e+05
2007 03 11  0540   54170  20400    -1.00e+05   -1.00e+05
2007 03 11  0541   54170  20460    -1.00e+05   -1.00e+05
2007 03 11  0542   54170  20520    -1.00e+05   -1.00e+05
2007 03 11  0543   54170  20580    -1.00e+05   -1.00e+05
2007 03 11  0544   54170  20640    -1.00e+05   -1.00e+05
2007 03 11  0545   54170  20700    -1.00e+05   -1.00e+05
2007 03 11  0546   54170  20760    -1.00e+05   -1.00e+05
2007 03 11  0547   54170  20820     3.27e-09    4.01e-08
2007 03 11  0548   54170  20880     2.96e-09    3.43e-08
2007 03 11  0549   54170  20940     2.90e-09    2.79e-08
2007 03 11  0550   54170  21000     2.88e-09    2.61e-08
2007 03 11  0551   54170  21060     2.92e-09    2.15e-08
2007 03 11  0552   54170  21120     2.57e-09    1.70e-08
2007 03 11  0553   54170  21180     1.57e-09    1.21e-08
2007 03 11  0554   54170  21240     1.10e-09    1.17e-08
2007 03 11  0555   54170  21300     9.18e-10    5.30e-09
2007 03 11  0556   54170  21360     9.28e-10    5.08e-09
2007 03 11  0557   54170  21420     9.28e-10    5.05e-09
2007 03 11  0558   54170  21480     8.95e-10    5.02e-09
2007 03 11  0559   54170  21540     9.11e-10    4.85e-09
2007 03 11  0600   54170  21600     8.95e-10    4.05e-09
2007 03 11  0601   54170  21660     9.11e-10    3.76e-09
2007 03 11  0602   54170  21720     9.76e-10    3.75e-09
2007 03 11  0603   54170  21780     9.59e-10    3.73e-09
2007 03 11  0604   54170  21840     8.95e-10    3.73e-09
2007 03 11  0605   54170  21900     9.27e-10    3.74e-09
2007 03 11  0606   54170  21960     9.43e-10    3.73e-09
2007 03 11  0607   54170  22020     8.95e-10    3.74e-09
2007 03 11  0608   54170  22080     9.58e-10    3.74e-09
2007 03 11  0609   54170  22140     8.95e-10    3.73e-09
2007 03 11  0610   54170  22200     8.95e-10    3.73e-09
2007 03 11  0611   54170  22260     8.95e-10    3.73e-09
2007 03 11  0612   54170  22320     9.89e-10    3.74e-09
2007 03 11  0613   54170  22380     9.26e-10    3.74e-09
2007 03 11  0614   54170  22440     8.95e-10    3.74e-09
2007 03 11  0615   54170  22500     9.57e-10    3.80e-09
2007 03 11  0616   54170  22560     9.41e-10    3.90e-09
2007 03 11  0617   54170  22620     9.88e-10    4.67e-09
2007 03 11  0618   54170  22680     1.17e-09    4.75e-09
2007 03 11  0619   54170  22740     1.81e-09    1.07e-08
2007 03 11  0620   54170  22800     2.15e-09    1.17e-08
2007 03 11  0621   54170  22860     2.63e-09    1.21e-08
2007 03 11  0622   54170  22920     2.70e-09    1.71e-08
2007 03 11  0623   54170  22980     2.60e-09    1.86e-08
2007 03 11  0624   54170  23040     2.70e-09    1.86e-08
2007 03 11  0625   54170  23100     2.70e-09    2.31e-08
2007 03 11  0626   54170  23160     2.70e-09    2.55e-08
2007 03 11  0627   54170  23220     2.70e-09    2.55e-08
2007 03 11  0628   54170  23280     2.70e-09    2.55e-08
2007 03 11  0629   54170  23340     2.70e-09    2.55e-08
2007 03 11  0630   54170  23400     2.69e-09    2.11e-08
2007 03 11  0631   54170  23460     2.47e-09    1.86e-08
2007 03 11  0632   54170  23520     1.72e-09    1.28e-08
2007 03 11  0633   54170  23580     1.20e-09    1.17e-08
2007 03 11  0634   54170  23640     1.31e-09    1.17e-08
2007 03 11  0635   54170  23700     1.14e-09    7.94e-09
2007 03 11  0636   54170  23760     1.13e-09    4.74e-09
2007 03 11  0637   54170  23820     1.13e-09    4.86e-09
2007 03 11  0638   54170  23880     1.08e-09    4.74e-09
2007 03 11  0639   54170  23940     1.03e-09    4.74e-09
2007 03 11  0640   54170  24000     1.07e-09    4.74e-09
2007 03 11  0641   54170  24060     1.10e-09    4.74e-09
2007 03 11  0642   54170  24120     1.05e-09    4.74e-09
2007 03 11  0643   54170  24180     9.26e-10    4.74e-09
2007 03 11  0644   54170  24240     9.73e-10    4.72e-09
2007 03 11  0645   54170  24300     9.26e-10    4.63e-09
2007 03 11  0646   54170  24360     1.05e-09    4.66e-09
2007 03 11  0647   54170  24420     1.00e-09    4.50e-09
2007 03 11  0648   54170  24480     1.02e-09    4.20e-09
2007 03 11  0649   54170  24540     1.07e-09    4.26e-09
2007 03 11  0650   54170  24600     1.24e-09    4.37e-09
2007 03 11  0651   54170  24660     1.11e-09    4.75e-09
2007 03 11  0652   54170  24720     1.32e-09    4.75e-09
2007 03 11  0653   54170  24780     1.06e-09    4.75e-09
2007 03 11  0654   54170  24840     1.08e-09    4.75e-09
2007 03 11  0655   54170  24900     1.11e-09    4.75e-09
2007 03 11  0656   54170  24960     1.21e-09    4.75e-09
2007 03 11  0657   54170  25020     1.31e-09    4.75e-09
2007 03 11  0658   54170  25080     1.24e-09    4.75e-09
2007 03 11  0659   54170  25140     1.33e-09    4.75e-09
2007 03 11  0700   54170  25200     1.33e-09    4.76e-09
2007 03 11  0701   54170  25260     1.08e-09    4.78e-09
2007 03 11  0702   54170  25320     1.16e-09    4.78e-09
2007 03 11  0703   54170  25380     1.50e-09    6.98e-09
2007 03 11  0704   54170  25440     1.31e-09    5.33e-09
2007 03 11  0705   54170  25500     9.74e-10    4.81e-09
2007 03 11  0706   54170  25560     9.74e-10    4.82e-09
2007 03 11  0707   54170  25620     9.42e-10    4.88e-09
2007 03 11  0708   54170  25680     8.95e-10    4.83e-09
2007 03 11  0709   54170  25740     1.04e-09    4.84e-09
2007 03 11  0710   54170  25800     9.27e-10    4.84e-09
2007 03 11  0711   54170  25860     9.74e-10    4.87e-09
2007 03 11  0712   54170  25920     8.95e-10    4.89e-09
2007 03 11  0713   54170  25980     9.43e-10    4.89e-09
2007 03 11  0714   54170  26040     1.01e-09    4.88e-09
2007 03 11  0715   54170  26100     9.42e-10    4.88e-09
2007 03 11  0716   54170  26160     9.59e-10    4.89e-09
2007 03 11  0717   54170  26220     9.91e-10    4.90e-09
2007 03 11  0718   54170  26280     9.59e-10    4.92e-09
2007 03 11  0719   54170  26340     8.95e-10    4.93e-09
2007 03 11  0720   54170  26400     9.43e-10    4.93e-09
